slip,pen,steps,failure
0.06429039596707681,-5,15,False
0.12181981587045584,-10,9,True
0.039347582174700954,-5,10,False
0.10426079279017737,-15,13,False
0.14281523035656332,-10,13,False
0.07935320108392861,-15,18,True
0.134619472537117,-10,10,True
0.12648095872880932,-15,18,False
0.02538238502092369,-5,11,False
0.07423284616572524,-5,18,False
0.09101516879558316,-15,16,True
0.009198147425260173,-10,12,False
0.014469015568465448,-10,14,False
0.13059012638635675,-15,17,True
0.08517320707507062,-15,12,False
0.09035462611912082,-5,14,False
0.06537403669794387,-5,18,False
0.10451734103470124,-15,11,True
0.04515687985468356,-15,14,True
0.1373425638110849,-10,17,False
0.12792079705544215,-10,20,False
0.024206005727224398,-15,18,False
0.1357469750679546,-10,14,False
0.08594899173798334,-5,20,False
0.14974427612728594,-10,17,False
0.11432498373930705,-15,15,False
0.05895581789923131,-5,11,False
0.018057069699768714,-5,13,False
0.11622836961460598,-5,13,True
0.1150155817711998,-10,19,False
0.1386407285237869,-10,21,True
0.027166807427510962,-5,13,False
0.10576224462530029,-5,15,False
0.05976051223907077,-10,15,False
0.10114372583508557,-10,16,False
0.05383174320562933,-5,13,False
0.00883149045231183,-10,8,False
0.10737293595581311,-10,12,False
0.14193493506667906,-10,13,False
0.05817330158629175,-10,11,False
0.13471017857599235,-15,7,False
0.020632538623942237,-15,17,False
0.08788385185795922,-15,17,True
0.04786983649755908,-5,14,False
0.00600908448908744,-10,15,False
0.011554837223064163,-15,13,False
0.10959954325890849,-10,9,False
0.09883308986503982,-15,17,False
0.08698433973416764,-5,14,False
0.009961296580394168,-5,16,False
0.1242424567752371,-15,17,False
0.02585893841205145,-5,15,False
0.12312476855621364,-10,13,True
0.12177999301351015,-10,17,True
0.0484104340824484,-5,14,False
0.061271779673257275,-10,16,True
0.038438042129150314,-15,9,False
0.10060436907809839,-15,17,True
0.07772008700165063,-15,13,False
0.10442602722840312,-10,20,True
0.06661730542754617,-15,18,True
0.0809272670361548,-5,14,False
0.04752076997484862,-15,12,True
0.12899081201002277,-10,12,False
0.11444150012584503,-10,15,False
0.101981222125444,-15,14,False
0.03220780913143382,-5,12,False
0.02240692179567396,-5,13,False
0.021748806300405783,-5,13,False
0.1407619418167138,-10,20,False
0.05407300825141756,-5,14,False
0.044320551433127006,-10,9,False
0.04484040852547254,-15,10,False
0.10551947464349987,-15,18,True
0.006708872436465269,-10,12,False
0.04650390246974265,-10,14,False
0.12689522169819617,-15,19,True
0.12910795586003518,-15,11,False
0.13553087780406786,-10,14,True
0.0003016896518153622,-15,12,False
0.1253202961662817,-15,20,True
0.13679402529668072,-5,17,True
0.06982720876933086,-5,17,True
0.10605775900711388,-15,17,False
0.0668588828118574,-15,14,False
0.04143980686971372,-5,15,False
0.06353668935051932,-15,14,False
0.04693624995879551,-10,14,False
0.11431814630616129,-15,10,True
0.10764425953041222,-15,10,True
0.0035022241174815336,-10,10,False
0.10043958248656429,-5,15,False
0.05569286346501816,-15,11,False
0.032034451268681416,-5,15,False
0.11140551572290223,-5,14,False
0.12701588723863097,-15,12,False
0.06930326759403616,-15,10,False
0.10524845531172657,-5,15,False
0.07499702641070623,-15,8,False
0.03330656641006635,-15,16,True
0.12879682007437257,-5,13,False
0.07193158911857836,-5,14,False
0.11241292581017857,-10,13,False
0.14194754184204858,-15,19,True
0.07732028535240125,-10,17,False
0.13794202391298452,-5,9,False
0.042871038911842664,-15,14,False
0.14927719887424884,-5,14,False
0.10792312055364181,-15,17,False
0.049967483683306425,-15,17,False
0.010640647771247918,-10,17,False
0.05033183940868082,-5,17,True
0.02068173288479213,-15,15,False
0.06742992689779607,-10,15,False
0.08971768178033035,-5,16,False
0.09931851609529319,-10,14,False
0.08303874134680654,-5,11,False
0.034643845522073925,-15,11,False
0.05154878694941026,-10,16,False
0.062120271470937245,-10,13,False
0.003952936834432108,-15,16,False
0.11043941516664602,-5,8,False
0.052285126002109335,-15,9,False
0.12528363065089287,-10,18,True
0.0226860375060552,-15,13,False
0.007727338987667298,-10,16,False
0.0974125760464788,-15,9,False
0.00270249714301945,-5,9,False
0.019624564286032865,-10,12,False
0.03878940579460157,-10,12,False
0.13402230574797575,-5,16,False
0.12794243315093323,-15,13,False
0.11740241408346994,-5,15,False
0.03129083280523011,-15,13,False
0.04717537133314242,-5,16,True
0.09265593320920093,-5,19,True
0.007999468904520024,-10,13,False
0.05935547316598781,-10,15,False
0.040864590438831214,-15,16,False
0.08421325169975179,-5,13,False
0.1473359633780261,-15,12,False
0.0244696372472657,-5,13,False
0.06374585599486401,-5,13,False
0.12103020651342626,-10,16,True
0.13273421559020893,-5,10,False
0.0004939843295827251,-10,10,False
0.05174024039157293,-10,14,False
0.045952546227779154,-5,13,False
0.06458391959699916,-5,12,False
0.06955196261323618,-15,11,False
0.05978450816910397,-15,10,False
0.04931432387137153,-15,11,False
0.05262573472416812,-10,18,False
0.030312369411030587,-10,9,False
0.07871970205798952,-10,11,True
0.08343565885504356,-10,13,True
0.05421804875759509,-10,20,False
0.11965568437135655,-10,11,False
0.008186413792451441,-5,10,False
0.13545789978790904,-15,11,True
0.031651984348104074,-15,12,True
0.04048457843336672,-15,16,False
0.14445645335913215,-5,17,True
0.008429240509988539,-15,11,False
0.12123171714753547,-10,19,False
0.11984287686253584,-5,21,True
0.13518053618465317,-5,15,False
0.1270199401222142,-15,12,True
0.11582635264233637,-10,16,True
0.12957737744558323,-15,23,True
0.039106295849062576,-5,17,False
0.142491391033131,-15,16,False
0.14480226700144608,-5,23,True
0.13266862133407697,-5,20,True
0.07924381576924636,-5,13,False
0.14988340680358483,-10,21,True
0.09653032174285962,-10,19,True
0.13322412480301637,-15,15,True
0.14774301493883257,-15,8,False
0.1317566129543399,-15,11,False
0.01823749606293613,-10,16,False
0.13177679577168766,-15,16,False
0.12801040832713173,-10,16,False
0.1149347493305575,-5,20,False
0.09088586179733073,-5,19,False
0.07545932748794774,-10,17,False
0.06585033262350085,-10,17,False
0.021855787873380578,-5,13,False
0.14107339306591923,-10,14,True
0.10257376565370295,-5,18,True
0.12367203993823422,-15,15,True
0.03671691969911429,-5,9,False
0.14832052878489768,-5,13,False
0.07198751974463584,-15,15,False
0.0055277731088687445,-10,14,False
0.00589467498432053,-15,13,False
0.11811848143621106,-5,13,False
0.11749239894846765,-5,19,True
0.11239832573748519,-5,13,False
0.043299009087720663,-5,12,False
0.07929117340378934,-5,20,True
0.08880372247915833,-15,19,True
0.06029942060678346,-5,12,False
0.10269574977946601,-10,11,False
0.05871102492848676,-15,15,False
0.11975252597340963,-15,25,True
0.07826346563581721,-15,11,False
0.01843901822289675,-5,14,False
0.04003982967686344,-5,14,False
0.110757357454053,-15,12,False
0.02034474087664147,-5,15,False
0.14960360229970662,-10,16,False
0.04372646241683724,-10,22,True
0.12988080727343865,-5,9,False
0.04896467227848573,-15,16,False
0.11601398350907192,-5,14,False
0.10612775565919831,-5,15,False
0.10131003321293355,-5,16,False
0.12751557417343556,-15,14,False
0.09997705177696618,-10,13,False
0.015432936798307671,-5,10,False
0.11090364076080832,-15,14,False
0.002246962120755258,-15,10,False
0.000846817583965026,-10,16,False
0.14365551198649443,-15,21,True
0.08465676913331446,-15,15,True
0.0216938841470295,-15,13,False
0.1315352201746092,-10,16,False
0.09360655956253124,-5,9,False
0.08879588893140875,-10,11,False
0.13585250486562378,-5,12,False
0.005583402763409279,-15,14,False
0.14884005497752487,-15,18,True
0.06510171169659432,-5,13,False
0.0018074962344373057,-10,13,False
0.12549585261104496,-10,17,False
0.06867862856071881,-10,9,False
0.0020007067251768926,-5,14,False
0.041095401956340434,-15,10,False
0.01725181641488057,-15,13,False
0.005240221337723905,-15,13,False
0.07374916883073354,-5,11,False
0.13284355883360843,-15,16,False
0.024327252289369376,-15,11,False
0.11392895039826448,-10,20,True
0.0988838381851304,-15,16,False
0.049251651698016714,-10,16,False
0.09433244378515299,-5,17,True
0.0014791250732409777,-10,13,False
0.07804189690460737,-15,6,False
0.01932767497668233,-15,15,False
0.030805182560809788,-10,15,False
0.13646260779470612,-15,18,True
0.11222865679696187,-10,20,True
0.04253876494933299,-15,11,False
0.04224961531673127,-10,14,True
0.1470031642138117,-10,13,True
0.10901236984252151,-5,15,False
0.08991506794102044,-10,11,False
0.13452409936304197,-10,19,True
0.07464300979869705,-5,17,True
0.14910188041398276,-15,9,True
0.10325045225698407,-10,6,False
0.0028456719736127565,-5,11,False
0.11429066627405915,-5,16,True
0.03120057156379517,-10,16,False
0.12861055200167862,-15,6,False
0.05573721567775516,-5,12,False
0.10097668037409453,-10,14,False
0.11544095846707868,-5,12,False
0.014704691927028828,-15,17,False
0.07854550112059717,-10,14,False
0.017544042156054807,-10,16,False
0.1373931127457974,-15,15,False
0.047985449025859106,-15,12,False
0.1061788800410458,-5,11,False
0.07193860487595598,-10,12,False
0.11506718417699988,-5,19,True
0.1321738000431518,-10,14,False
0.11492044440212287,-5,15,False
0.09544609089304736,-10,15,False
0.006567588100481236,-15,11,False
0.004232571110669603,-5,13,False
0.04361140812062459,-10,12,True
0.12454444669038714,-10,16,False
0.0020970727627749874,-5,11,False
0.1314026504476164,-15,17,True
0.14018809221252596,-15,17,True
0.06402426114214811,-5,9,False
0.14368741302605892,-5,11,False
0.028005297683746117,-10,11,False
0.07591577233610002,-10,10,False
0.03652237149087313,-15,8,False
0.14340670310670617,-15,16,True
0.07428045132765533,-15,13,False
0.06269913868200237,-5,13,False
0.13344135409734706,-5,20,True
0.07382058954842542,-5,14,False
0.013064137634318245,-15,10,False
0.0649581827642239,-15,11,True
0.06267261776716863,-15,11,False
0.040753480600033594,-15,16,False
0.02850276073731916,-5,13,False
0.012077452898779978,-10,12,False
0.0029634493778710747,-5,16,False
0.12862313358356028,-10,13,False
0.14755125095217203,-10,14,False
0.028070581289673217,-5,10,False
0.018606524885154647,-5,9,False
0.08344612059220184,-5,12,False
0.09363948530641568,-15,16,False
0.13949742264923645,-5,13,False
0.011910443265401938,-15,12,False
0.008462145996677578,-10,12,False
0.02953007265162108,-5,15,False
0.11411417813757936,-15,16,False
0.06356576201692826,-15,17,False
0.09937310940531878,-15,16,False
0.12198824266828484,-5,15,False
0.049393046076006336,-10,19,False
0.04253190367887222,-5,18,True
0.09698319553716771,-15,13,True
0.09279325281120833,-10,9,False
0.10701285913510074,-10,13,False
0.029631583279733784,-10,12,False
0.031288998001883686,-10,17,False
0.002173302089262485,-15,9,False
0.06495271774789807,-15,12,False
0.0501720912186085,-10,8,False
0.09205160650153432,-10,12,False
0.05787304333110388,-10,13,False
0.0067955136091752905,-10,10,False
0.00922312514523288,-15,14,False
0.13301454675629268,-10,14,True
0.058876153582710394,-10,10,False
0.10721979115996433,-5,19,False
0.07212037617558797,-15,15,False
0.07875798117023498,-10,15,False
0.05623647570134969,-10,13,False
0.10189760484850424,-5,17,False
0.04596587863849163,-10,16,False
0.004221492156887185,-10,14,False
0.14945977978492092,-10,19,False
0.022899280464523674,-5,16,False
0.006897362400955831,-15,12,False
0.10375551268130188,-5,18,False
0.08806666905870499,-15,20,True
0.04671964990221189,-5,16,False
0.05059507467600332,-5,11,False
0.09654950508965601,-10,20,False
0.10518574168563413,-15,14,False
0.10446533048234351,-15,14,False
0.024692384105915698,-15,10,False
0.004814176828938954,-15,13,False
0.04302816508407159,-10,11,False
0.12021013038707529,-10,17,True
0.0279332414191673,-5,12,False
0.06234408578063898,-5,16,False
0.03617055265650059,-10,13,False
0.08879065180594466,-5,15,False
0.09224165424868568,-10,12,False
0.08693061420476919,-15,11,False
0.12752869227748173,-5,14,False
0.04420006825372072,-10,9,False
0.087794346057339,-15,15,False
0.09720431909102481,-15,15,True
0.14273136526534014,-15,9,False
0.09025537352186895,-10,11,False
0.0506124936569945,-10,11,False
0.051647066797731296,-10,17,True
0.11984653350585878,-15,12,False
0.0018587195971753788,-15,10,False
0.1004144496645202,-15,26,True
0.014407907938433145,-10,18,False
0.11142056184829478,-10,18,False
0.09797189821417078,-5,15,True
0.059020611624508765,-15,14,True
0.09879730457247038,-10,14,False
0.016047271144808417,-5,11,False
0.015630965630677694,-5,17,False
0.049064666414668785,-15,14,False
0.14419516040935978,-15,14,True
0.021323162798297577,-10,15,False
0.08409786879614661,-5,11,False
0.09175081164456306,-15,18,False
0.0574120986311398,-15,15,False
0.11082652638817896,-5,18,True
0.014928361226111497,-15,15,False
0.06775105921127572,-5,9,False
0.02198976203442841,-5,13,False
0.07251897645448224,-15,7,True
0.04899043203929655,-5,10,False
0.1402675115248736,-5,16,False
0.0685376025497607,-10,18,False
0.04774277296747023,-5,13,False
0.11607520912731786,-15,16,True
0.10378623467411362,-5,16,False
0.14613821168643953,-5,10,False
0.13559336404157604,-15,15,False
0.09431247797916935,-5,17,False
0.09629758319712076,-5,8,False
0.1391731202625649,-5,10,False
0.1473113264951188,-15,15,False
0.04096114400528206,-10,11,False
0.047661525714312265,-10,15,True
0.038589717918157,-5,14,False
0.02776907258598269,-15,14,True
0.11037430455758676,-15,17,False
0.14363379427585954,-15,16,True
0.04811786960150769,-15,11,False
0.06534866961097577,-10,14,False
0.09659516492135221,-15,18,False
0.14582054366571565,-10,14,False
0.09259165338456335,-5,16,False
0.029480510610562366,-5,11,False
0.10060672593341166,-15,13,False
0.012021503300031633,-15,13,False
0.013433195511569839,-10,9,False
0.11028718589529585,-5,16,False
0.07339966202736423,-5,17,False
0.05091922330244295,-15,15,False
0.04785633643652355,-15,13,False
0.024281297059997698,-10,12,False
0.10096817071466303,-15,17,True
0.044356615533577344,-10,16,False
0.08346815678937598,-5,16,False
0.10837297056806888,-15,20,True
0.12457234876292915,-15,16,True
0.098505483439978,-15,10,False
0.09388197494979675,-10,12,False
0.12583722508279477,-5,17,True
0.09126133063201035,-5,15,False
0.08555322287268466,-5,17,False
0.048350517683589146,-15,15,True
0.10579224059565395,-5,11,False
0.06432547996998586,-5,17,False
0.07749083445527992,-5,16,False
0.13409650114589433,-15,13,True
0.1369689862135552,-15,8,False
0.0249187856931668,-10,18,False
0.0724290054499269,-10,16,True
0.001890165167065616,-10,14,False
0.053099077571439945,-10,7,False
0.013643957811932533,-5,13,False
0.12461779412579596,-10,20,True
0.0967898938599775,-10,12,False
0.045038866519826644,-10,14,False
0.07593044958991622,-15,14,False
0.06158743224430424,-5,12,False
0.1347331545690722,-15,16,False
0.1411246852017016,-5,19,False
0.008957682617978734,-10,14,False
0.04250102863100257,-15,14,False
0.0003368562716482892,-5,18,False
0.13338977322374213,-15,14,False
0.11932656899181585,-15,11,False
0.13692617384337835,-5,12,False
0.039298189528960595,-5,18,True
0.05370823683485971,-10,9,False
0.029281329960325425,-10,17,False
0.011330238112300411,-10,14,False
0.054683323323158756,-15,18,True
0.10423820469597919,-10,9,False
0.06478806075551254,-5,17,False
0.027193717078288486,-15,13,False
0.09007660836362222,-5,16,False
0.03527145640593295,-15,11,False
0.1377965339678555,-5,16,False
0.11526018339356003,-5,18,False
0.020420160589067576,-10,12,False
0.07054632235986266,-10,15,False
0.015055020703525084,-15,15,False
0.12851391773699952,-10,16,False
0.014686248044924737,-15,14,False
0.1488790770393006,-5,15,False
0.02383581523132447,-15,14,False
0.07985930928019774,-5,13,False
0.13967238294057294,-5,8,False
0.13211349221148946,-5,13,False
0.0015183837810171018,-15,14,False
0.004799478313904465,-15,16,False
0.035444040928656814,-10,16,False
0.1448193112566308,-10,9,False
0.1266489696490682,-5,15,True
0.12232405848614127,-5,13,False
0.04816316389613018,-15,12,False
0.08175725945267086,-10,16,False
0.011488084112558972,-15,6,False
0.07556121829010348,-15,14,True
0.10115082318412628,-15,11,True
0.10545241838061346,-5,15,False
0.032963793609111364,-5,12,False
0.1050869498786732,-10,13,True
0.08236221567379819,-5,15,False
0.015211260214555133,-5,15,False
0.14691569092703044,-15,16,False
0.1259905920779516,-5,16,False
0.12774396556381273,-15,13,False
0.08579353562311785,-10,15,False
0.03920460422739764,-5,16,False
0.0033958235143121017,-10,11,False
0.14288323301082353,-5,17,False
0.015209232574952013,-15,10,False
0.01562844057356526,-5,11,False
0.11246187981679694,-15,15,False
0.10987739548990709,-10,14,False
0.06996259648082358,-15,15,False
0.11601948952771152,-15,18,False
0.07945102213688007,-10,17,False
0.1435532414699164,-10,16,False
0.11952585970270312,-15,10,False
0.07386775572930972,-5,11,False
0.04239494117281963,-15,16,False
0.047464213087087155,-15,12,False
0.1157964118851316,-5,17,False
0.08557283315357751,-15,16,False
0.10367500946711308,-15,12,False
0.09927065260236255,-10,16,True
0.10199332498106105,-5,11,False
0.02371497655703873,-5,13,False
0.009696962943745946,-10,14,False
0.10048780732059483,-5,12,False
0.011295031019934608,-5,10,False
0.07851025030301018,-10,16,False
0.10468636531125207,-15,10,False
0.10574356838624872,-15,20,False
0.050601076503014715,-15,15,False
0.04024735355628601,-10,13,False
0.017082160384559047,-10,14,False
0.08331157441789412,-5,16,False
0.10126062716370474,-15,10,False
0.0922861072436821,-10,8,False
0.06278537333831702,-10,13,True
