idx,return,steps,failure
467,-30.0,15,True
468,-4.0,16,True
469,-7.0,19,True
470,-10.0,13,True
471,11.0,10,False
472,11.0,10,False
473,10.0,11,False
474,-13.0,16,True
475,8.0,13,False
476,0.0,12,True
477,-15.0,18,True
478,-42.0,18,True
479,12.0,9,False
480,-3.0,15,True
481,0.0,12,True
482,-3.0,15,True
483,-23.0,17,True
484,5.0,16,False
485,7.0,14,False
486,10.0,11,False
487,9.0,12,False
488,8.0,13,False
489,5.0,16,False
490,10.0,11,False
491,-24.0,18,True
492,10.0,11,False
493,6.0,15,False
494,-3.0,15,True
495,11.0,10,False
496,8.0,13,False
497,-16.0,19,True
498,15.0,6,False
499,8.0,13,False
500,10.0,11,False
501,-5.0,17,True
502,-3.0,15,True
503,-42.0,18,True
504,-23.0,17,True
505,-1.0,13,True
506,7.0,14,False
507,-9.0,12,True
508,-1.0,13,True
509,1.0,11,True
510,11.0,10,False
511,-14.0,17,True
512,-21.0,15,True
513,-6.0,18,True
514,-24.0,18,True
515,-4.0,16,True
516,8.0,13,False
517,8.0,13,False
518,-5.0,17,True
519,6.0,15,False
520,-19.0,13,True
521,8.0,13,False
522,-25.0,19,True
523,-3.0,15,True
524,7.0,14,False
525,8.0,13,False
526,6.0,15,False
527,9.0,12,False
528,-36.0,21,True
529,-36.0,21,True
530,12.0,9,False
531,-27.0,21,True
532,-21.0,15,True
533,-15.0,18,True
534,3.0,18,False
535,-26.0,20,True
536,7.0,14,False
537,5.0,16,False
538,-2.0,14,True
539,2.0,10,True
540,-14.0,17,True
541,2.0,10,True
542,-11.0,14,True
543,5.0,16,False
544,-6.0,18,True
545,-15.0,18,True
546,8.0,13,False
547,8.0,13,False
548,11.0,10,False
549,-6.0,18,True
550,7.0,14,False
551,-10.0,13,True
552,-12.0,15,True
553,10.0,11,False
554,-3.0,15,True
555,0.0,12,True
556,-3.0,15,True
557,-6.0,18,True
558,9.0,12,False
559,12.0,9,False
560,-4.0,16,True
561,1.0,11,True
562,-10.0,13,True
563,-13.0,16,True
564,-1.0,13,True
565,-2.0,14,True
566,9.0,12,False
567,-12.0,15,True
568,14.0,7,False
569,10.0,11,False
570,-9.0,12,True
571,-13.0,16,True
572,-33.0,18,True
573,-23.0,17,True
574,-5.0,17,True
