failure,steps,state,mutant
1,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
0,1,0,M
1,1,0,M
1,1,0,M
0,1,0,M
0,1,0,M
0,1,0,M
1,1,0,M
1,1,0,M
0,1,0,M
1,1,0,M
1,1,0,M
0,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
0,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
0,1,0,M
0,1,0,M
0,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
0,1,0,M
0,1,0,M
1,1,0,M
0,1,0,M
1,1,0,M
0,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
0,1,0,M
0,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
0,1,0,M
0,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
0,1,0,M
1,1,0,M
1,1,0,M
0,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
0,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
0,1,0,M
1,1,0,M
1,1,0,M
0,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
0,1,0,M
0,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
0,1,0,M
0,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
0,1,0,M
1,1,0,M
0,1,0,M
1,1,0,M
1,1,0,M
0,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
0,1,0,M
1,1,0,M
0,1,0,M
1,1,0,M
1,1,0,M
0,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
0,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
0,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
0,1,0,M
0,1,0,M
0,1,0,M
0,1,0,M
1,1,0,M
1,1,0,M
0,1,0,M
1,1,0,M
0,1,0,M
0,1,0,M
0,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
0,1,0,M
1,1,0,M
0,1,0,M
1,1,0,M
1,1,0,M
1,1,0,M
0,1,0,M
1,1,0,M
1,1,0,M
0,1,0,M
1,1,0,M
1,1,0,M
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,RN2
0,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
0,1,0,M2
0,1,0,M2
0,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
0,1,0,M2
0,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
0,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
0,1,0,M2
0,1,0,M2
0,1,0,M2
0,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
0,1,0,M2
0,1,0,M2
0,1,0,M2
0,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
0,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
0,1,0,M2
0,1,0,M2
1,1,0,M2
0,1,0,M2
0,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
0,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
0,1,0,M2
1,1,0,M2
0,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
0,1,0,M2
0,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
0,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
0,1,0,M2
0,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
0,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
0,1,0,M2
0,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
0,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
0,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
0,1,0,M2
1,1,0,M2
