failure,steps,wall_dt
0,1,61.41338133811951
0,1,58.30110311508179
1,1,6.400812387466431
0,1,57.14284586906433
1,1,3.7677667140960693
0,1,16.651328802108765
0,1,46.159891843795776
1,1,2.646247148513794
0,1,50.71441149711609
1,1,9.723610162734985
1,1,11.784816980361938
1,1,2.7599167823791504
0,1,45.840224742889404
1,1,3.67981219291687
1,1,2.635246992111206
1,1,7.115171909332275
1,1,2.9966530799865723
0,1,57.55231809616089
0,1,52.64507007598877
1,1,43.666268825531006
1,1,45.33460736274719
1,1,4.07614541053772
1,1,4.452489852905273
1,1,47.6556601524353
1,1,48.7732093334198
0,1,61.93562436103821
1,1,2.7816903591156006
1,1,3.8436038494110107
0,1,55.85631060600281
0,1,60.76593565940857
0,1,53.32377481460571
0,1,52.55597901344299
1,1,3.8731794357299805
0,1,47.36105465888977
1,1,3.59586763381958
0,1,61.72621703147888
1,1,8.909107208251953
0,1,49.61362433433533
1,1,3.7517154216766357
1,1,5.573664426803589
1,1,3.57258677482605
1,1,2.4073691368103027
1,1,2.3714094161987305
1,1,8.510218620300293
1,1,5.548915147781372
0,1,53.88504457473755
1,1,9.435409784317017
1,1,1.920863151550293
1,1,4.343944549560547
0,1,60.06283211708069
1,1,3.887936592102051
1,1,5.357952117919922
1,1,2.77939510345459
1,1,4.880450487136841
1,1,49.19390797615051
1,1,5.589710235595703
1,1,6.1436378955841064
1,1,3.476637601852417
0,1,53.617993116378784
0,1,54.90936613082886
0,1,60.27080583572388
1,1,3.5729777812957764
0,1,53.43551063537598
1,1,3.055889844894409
1,1,3.648404121398926
1,1,4.853489875793457
0,1,55.71163725852966
1,1,7.298782110214233
1,1,3.892526388168335
1,1,3.0504567623138428
1,1,3.642656087875366
1,1,2.5351028442382812
1,1,41.68567156791687
1,1,3.6026265621185303
1,1,23.697099447250366
0,1,53.748698472976685
1,1,3.1230814456939697
1,1,5.01987886428833
1,1,5.737516164779663
1,1,6.499979734420776
0,1,56.68308091163635
1,1,2.540329933166504
1,1,2.5289993286132812
1,1,3.883601188659668
1,1,5.634557008743286
0,1,54.66371011734009
0,1,50.72978067398071
0,1,50.479461908340454
1,1,4.568574905395508
1,1,2.928220748901367
0,1,50.81313991546631
1,1,49.66109490394592
1,1,3.263023853302002
1,1,59.95429754257202
1,1,3.8335342407226562
1,1,4.142165184020996
0,1,53.90073013305664
1,1,42.530824184417725
1,1,3.4029314517974854
1,1,4.1451416015625
1,1,14.002681732177734
1,1,3.9794538021087646
1,1,3.6298162937164307
0,1,67.75460457801819
1,1,12.589930295944214
1,1,2.664459228515625
0,1,55.36428928375244
1,1,39.87263107299805
1,1,9.126402378082275
1,1,4.952298879623413
1,1,2.8152687549591064
1,1,8.203692197799683
1,1,3.201699733734131
1,1,2.0110878944396973
1,1,2.795884609222412
0,1,57.16236662864685
1,1,4.412030935287476
1,1,3.3961260318756104
1,1,2.3363823890686035
0,1,58.932103872299194
1,1,6.3622612953186035
1,1,24.317569255828857
0,1,64.36871099472046
1,1,5.030474901199341
1,1,4.747954607009888
1,1,9.514909267425537
1,1,6.921804189682007
0,1,62.69410300254822
1,1,3.093632221221924
1,1,3.4947006702423096
1,1,4.768316030502319
0,1,63.27209734916687
0,1,68.78149127960205
1,1,9.020076274871826
0,1,69.21583127975464
1,1,2.8711750507354736
1,1,3.006960391998291
1,1,6.210923910140991
1,1,5.32041072845459
1,1,4.293238162994385
1,1,5.693053960800171
0,1,62.06360936164856
1,1,2.8233261108398438
1,1,2.6709320545196533
1,1,4.266562223434448
1,1,3.5632660388946533
0,1,61.905457735061646
1,1,2.999473810195923
0,1,54.69654870033264
1,1,3.131502389907837
1,1,3.1379599571228027
1,1,3.0803236961364746
1,1,47.50421762466431
1,1,23.31719136238098
1,1,6.840022087097168
1,1,2.0456132888793945
0,1,62.007248640060425
0,1,52.038360595703125
1,1,6.033172369003296
1,1,3.6424694061279297
1,1,2.0086119174957275
0,1,55.20581126213074
1,1,3.7537972927093506
0,1,60.170957803726196
1,1,2.3816587924957275
1,1,3.8120555877685547
1,1,5.203323602676392
1,1,2.556753396987915
1,1,47.38787031173706
1,1,12.122131586074829
1,1,5.380995273590088
1,1,3.1572518348693848
0,1,56.76251435279846
0,1,40.91032147407532
1,1,26.876397609710693
1,1,4.832989454269409
1,1,24.308189392089844
1,1,2.499629497528076
1,1,2.755028009414673
1,1,42.74722456932068
1,1,3.9129459857940674
0,1,57.89886474609375
1,1,49.03033208847046
0,1,51.39371395111084
1,1,3.0521082878112793
1,1,3.751965284347534
0,1,59.33033728599548
1,1,2.0624167919158936
1,1,45.534979581832886
1,1,8.158796548843384
0,1,48.3537232875824
1,1,6.304237127304077
0,1,56.18157935142517
1,1,3.0120062828063965
0,1,54.227983236312866
0,1,48.25345253944397
0,1,50.92333626747131
0,1,59.055367946624756
1,1,3.4169046878814697
0,1,59.23212003707886
1,1,5.207329034805298
1,1,4.597218751907349
0,1,55.934521198272705
