return,steps,failure,wall_dt
-120.8440814998326,200,0,8.062785506248474
-237.36596587260846,200,1,8.031662583351135
-120.17647679065126,200,0,8.006473660469055
-124.85757350767311,200,0,7.988748669624329
-283.5664902273421,200,1,8.023831367492676
-176.9264118429306,200,0,8.00540542602539
-239.09839098393917,200,1,7.975600600242615
-124.05469272514642,200,0,7.9851109981536865
-296.7911057577015,200,1,7.996925115585327
-324.9880563448528,200,1,8.01844072341919
-60.61781037524531,200,0,8.003926634788513
-302.898610643813,200,1,8.03086793422699
-249.08007872445071,200,1,8.00245988368988
-244.39084381304602,200,1,7.992295145988464
-235.88248537205897,200,0,7.977661371231079
-437.03996869455034,200,0,7.9931793212890625
-121.967408975996,200,0,7.986815929412842
-123.17819842314353,200,0,8.008883357048035
-181.21092382482965,200,0,7.985655188560486
-176.81012568309035,200,0,7.996830940246582
-60.05827012853192,200,0,8.015636801719666
-243.93292679374989,200,1,8.013642430305481
-242.2390774687242,200,1,7.961297273635864
-182.90008993226064,200,0,7.993558883666992
-124.61494669324873,200,0,8.048412680625916
-122.8523515822558,200,0,7.9891403913497925
-209.50758812554224,200,1,8.003712177276611
-384.91390970195664,200,0,7.98019003868103
-443.1739809357679,200,0,7.998333930969238
-184.6497365690635,200,1,7.984439730644226
-0.56180055244875,200,0,7.971068859100342
-180.29969507658055,200,1,7.968430876731873
-180.63818848633065,200,1,7.978573203086853
-248.1413252422118,200,1,7.988459825515747
-124.84863051541296,200,0,8.026099562644958
-180.47010468948713,200,0,7.990162491798401
-366.6838278357161,200,1,8.012156367301941
-179.54731240015636,200,0,8.014374494552612
-365.8707379416615,200,1,8.005477905273438
-245.87905395163335,200,1,8.013466477394104
-257.9968820054233,200,1,7.979979157447815
-181.5139338952568,200,1,7.99584174156189
-235.2224216853443,200,1,8.016453266143799
-126.27255313536679,200,0,8.037326335906982
-120.76199513611681,200,0,7.980136752128601
-0.18231954260513517,200,0,7.978690505027771
-356.20604234508437,200,0,7.976450085639954
-62.2058946553242,200,0,7.980585336685181
-120.84084782965422,200,0,8.010936856269836
-124.01046300626163,200,0,7.976056098937988
-122.30763416565642,200,0,7.985912442207336
-348.68409246546224,200,1,7.992472290992737
-120.72031797449375,200,0,7.987501740455627
-309.0371441308548,200,1,8.002877593040466
-63.01688362993038,200,0,8.040117621421814
-60.6988389274121,200,0,8.034745693206787
-124.8525615241547,200,0,7.996830582618713
-181.33095761324935,200,0,8.004482388496399
-291.0316757868908,200,1,7.977764368057251
-260.1412641373109,200,1,8.010255098342896
-239.12961638242058,200,1,8.00515365600586
-118.10274994553033,200,0,7.969292998313904
-61.30200471215494,200,0,7.992733955383301
-361.2732987835677,200,0,7.984868288040161
-183.57512624787307,200,0,8.009343981742859
-123.57225073486434,200,0,8.036667585372925
-359.05279512869447,200,1,8.00027859210968
-122.61748007222288,200,0,8.00256085395813
-120.62807491768618,200,0,7.958055019378662
-183.33515747037507,200,0,8.008325695991516
-185.397219725812,200,1,7.989177227020264
-62.9968493117923,200,0,8.01352334022522
-349.72305976585795,200,1,7.975497245788574
-288.4909105493259,200,1,7.994947910308838
-249.0356874171904,200,1,7.968134760856628
-278.50242512638926,200,1,7.970108866691589
-254.6432091284732,200,1,7.99566376209259
-246.80470148146824,200,1,7.9913036823272705
-179.91501340701262,200,0,8.004719734191895
-503.593378823751,200,0,8.002334117889404
-237.99990573934113,200,1,8.006759881973267
-62.36669882527977,200,0,7.998510837554932
-176.7143778500133,200,0,7.972345352172852
-181.9948449027005,200,0,8.025372505187988
-188.57515109009526,200,0,8.030017614364624
-183.08899147845236,200,0,8.037797451019287
-241.5025625993727,200,1,8.010892510414124
-178.60436217988274,200,1,7.948904514312744
-177.24750780510934,200,0,8.006024599075317
-119.15927261303602,200,0,8.035251021385193
-184.6678750408526,200,1,8.0236656665802
-121.78816548279056,200,0,7.995748400688171
-122.31499920466464,200,0,8.012674808502197
-184.09947682427332,200,0,8.056989550590515
-124.31781264316209,200,0,8.013875603675842
-176.7269049001165,200,0,7.976567029953003
-244.720319232329,200,1,8.016444206237793
-120.8483709227041,200,0,8.00775671005249
-434.216504756018,200,0,7.99061644077301
-236.1691504427381,200,1,8.055195212364197
-287.1532063882351,200,1,8.019376039505005
-58.854552786632595,200,0,8.035587310791016
-179.0386564365331,200,0,8.117907404899597
-184.2496407131214,200,0,8.109464406967163
-310.14844467614546,200,1,8.1259046792984
-58.85256190793062,200,0,8.131529688835144
-180.10170544932149,200,0,8.122053384780884
-122.92133862971208,200,0,8.086604356765747
-61.16728385361483,200,0,8.146237015724182
-244.40031127251686,200,1,8.115487575531006
-238.85150309870494,200,1,8.134860873222351
-120.45285523894519,200,0,8.106962323188782
-0.24770433160717656,200,0,8.20217752456665
-240.47830359172494,200,1,8.15909194946289
-434.49067054386273,200,0,8.16126298904419
-64.52668782925119,200,0,8.12817919254303
-252.9385830375282,200,1,8.086709260940552
-60.73853096330165,200,0,8.0983167886734
-125.25226707168582,200,0,8.066070199012756
-291.89616448762825,200,1,8.121596932411194
-64.07100292817204,200,0,8.08480441570282
-304.5463077606577,200,1,8.029676675796509
-290.68676816280345,200,1,8.047630310058594
-62.1032084798668,200,0,8.03306758403778
-181.62732607123354,200,0,8.180005311965942
-242.85492348037474,200,1,8.136147737503052
-297.6807651848546,200,1,8.009828209877014
-407.57468277759017,200,0,8.069860339164734
-126.16147229386783,200,0,8.035850524902344
-239.24322302677422,200,1,8.044207334518433
-0.9927613006102054,200,0,8.086553812026978
-62.086929896518704,200,0,8.093863487243652
-120.26708590023482,200,0,8.112754702568054
-185.56575300248463,200,1,8.120100498199463
-178.39000383533653,200,0,7.983168363571167
-241.62217689960136,200,1,8.198694229125977
-124.82475143761812,200,0,8.053029179573059
-240.4915882647533,200,1,8.036358833312988
-252.60687488250605,200,1,8.0537828207016
-308.3723778927492,200,1,8.110054612159729
-305.6929383952815,200,1,8.078923225402832
-247.71140982082267,200,1,8.058483481407166
-122.73805341423895,200,0,8.100171208381653
-234.8143827273965,200,1,8.113734483718872
-331.04549057286073,200,1,8.04087209701538
-184.30056287991926,200,0,8.01334273815155
-307.21912632880964,200,1,8.032081365585327
-124.29051367452993,200,0,8.04866111278534
-293.7039484909105,200,1,8.058603405952454
-298.9735305984174,200,1,8.08375334739685
-244.68233474621186,200,1,8.21852993965149
-180.10542452037177,200,0,8.126124024391174
-319.7364568397168,200,1,8.01887845993042
-61.106897358289785,200,0,8.044235348701477
-122.22647107814451,200,0,8.098622441291809
-124.53534691620001,200,0,8.052866458892822
-123.10594821098738,200,0,8.110032677650452
-462.13743703502905,200,0,8.218149662017822
-125.70719665669043,200,0,8.197695851325989
-184.76605414484425,200,0,8.064377903938293
-239.58929837803132,200,1,8.093519926071167
-119.55579299866889,200,0,8.103951215744019
