return,steps,failure,wall_dt
-121.01352998433798,200,0,8.043359279632568
-373.32017497409294,200,1,8.017680168151855
-122.70710496482357,200,0,8.047273874282837
-243.64690824417067,200,0,8.021649837493896
-361.0168528410603,200,1,7.989517450332642
-123.43451235621045,200,0,8.01662826538086
-123.75031949964453,200,0,8.053351163864136
-239.77670374409135,200,0,8.044103860855103
-123.22465432473173,200,0,8.017835140228271
-116.76736980884559,200,0,8.013488054275513
-350.09546120720825,200,1,8.042501449584961
-392.4970983212993,200,1,7.9984025955200195
-409.06788607549055,200,1,8.003050565719604
-0.1886382857010188,200,0,7.989804267883301
-361.56760589984736,200,1,8.03796935081482
-246.2492636018687,200,0,8.036574840545654
-122.29809238064625,200,0,8.037793397903442
-125.03131591013481,200,0,7.948868989944458
-126.48763198773592,200,0,7.991415500640869
-231.25358813814856,200,0,7.972515106201172
-119.45621841677546,200,0,7.9899961948394775
-0.3070092289279529,200,0,7.99197793006897
-347.6587511803276,200,1,7.994675397872925
-125.27499757058233,200,0,7.98809814453125
-0.2861829760143292,200,0,8.00528335571289
-126.0648978205154,200,0,8.026102304458618
-117.99232534148423,200,0,8.023903846740723
-123.12001088778737,200,0,8.005914211273193
-246.2008496149741,200,0,7.982468128204346
-247.39177955414368,200,0,8.011531591415405
-124.8602411550315,200,0,7.994994640350342
-123.80298086727986,200,0,8.003575563430786
-506.33611130828734,200,1,7.971920728683472
-353.50153146050377,200,1,8.021251678466797
-124.61030243608286,200,0,7.996784210205078
-125.88826838875734,200,0,7.998692035675049
-237.99250300747764,200,0,7.982101202011108
-123.23430049263655,200,0,7.988641023635864
-123.04092535453807,200,0,8.053221464157104
-350.7072125373098,200,1,8.056902647018433
-233.59716072639085,200,0,8.059733867645264
-475.5230531820246,200,1,8.042987585067749
-127.07843701344173,200,0,8.03902292251587
-123.72806918089965,200,0,7.97199559211731
-384.0849604680278,200,1,8.027925729751587
-0.6325067130961325,200,0,7.984015941619873
-353.1593989125753,200,1,7.9979236125946045
-120.1576018532082,200,0,8.002427816390991
-122.46226831476703,200,0,8.007892370223999
-124.94975983950646,200,0,8.003424882888794
-357.1692082565713,200,1,7.993123292922974
-126.78696432698273,200,0,7.998291969299316
-477.07668675348805,200,1,7.983126878738403
-121.7772068551295,200,0,8.018847227096558
-372.0248834710412,200,1,8.03023386001587
-121.34062821006091,200,0,7.997157096862793
-122.67031909096475,200,0,8.030885934829712
-1.881078909670429,200,0,8.010262489318848
-0.6262057877654599,200,0,7.941829204559326
-122.30784312950504,200,0,7.981682062149048
-433.6760219249172,200,1,8.022048711776733
-118.04207567128213,200,0,8.046640872955322
-481.84094655856666,200,1,8.0679452419281
-396.5638598013045,200,1,8.007149457931519
-349.4846569633505,200,1,8.055017948150635
-1.1319309356350353,200,0,8.026203632354736
-476.6474012270591,200,1,7.992996454238892
-123.3430994767159,200,0,7.9936370849609375
-241.9234228173923,200,0,8.003696918487549
-122.13956824723945,200,0,8.008633375167847
-123.51186701690325,200,0,8.00230360031128
-125.24503618637316,200,0,8.012398958206177
-1.303180333456634,200,0,7.9629364013671875
-118.3844532758408,200,0,8.002581119537354
-355.45569116514105,200,1,7.98511815071106
-123.38032208398583,200,0,8.021575450897217
-248.8316991765292,200,0,7.978732585906982
-121.04075837682765,200,0,8.005903720855713
-361.6445004299131,200,1,8.053206443786621
-234.2415470938559,200,0,8.02709150314331
-126.43599735758632,200,0,8.00995135307312
-124.59044198285513,200,0,8.009453773498535
-469.3256345112825,200,1,7.988767862319946
-452.8291755008505,200,1,8.010010242462158
-126.60761027401416,200,0,8.035724639892578
-239.86854641188245,200,0,8.035337209701538
-120.842208777664,200,0,8.000240087509155
-495.31864175100446,200,1,8.028995275497437
-242.90957427135032,200,0,8.036201238632202
-243.58087318374703,200,0,8.001895189285278
-502.9020798016827,200,1,8.044750690460205
-236.6822090744807,200,0,8.062584161758423
-128.72347693203017,200,0,7.999913454055786
-122.94035010384401,200,0,8.042797327041626
-121.38464347237503,200,0,8.019562005996704
-119.26089178333447,200,0,8.021753072738647
-122.97951324315945,200,0,7.984208583831787
-459.5546091222412,200,1,8.017333507537842
-118.02719566745151,200,0,7.9819018840789795
-236.60058741643394,200,0,7.984811305999756
-359.03510129254124,200,1,7.983181953430176
-123.54035086313473,200,0,8.035449743270874
-124.67515883062437,200,0,8.078987121582031
-0.22678602358926508,200,0,8.12330150604248
-122.96723056926318,200,0,8.012990474700928
-232.73522745915994,200,0,8.068769693374634
-122.50541209931394,200,0,8.082989692687988
-360.874632154555,200,1,7.9835052490234375
-117.78933755058063,200,0,8.043691396713257
-124.39087374312909,200,0,8.032312870025635
-596.132776527243,200,1,7.986034870147705
-427.553159967226,200,1,8.064196109771729
-125.95317871408625,200,0,7.981730699539185
-370.3434057637813,200,1,7.954050064086914
-369.8863864992632,200,1,7.989693880081177
-124.72570353309891,200,0,8.057486534118652
-125.19768615174499,200,0,8.022631645202637
-120.33789821112785,200,0,7.995415925979614
-122.46902635159401,200,0,8.014316320419312
-233.65929114234797,200,0,8.021114826202393
-1.6473659574743933,200,0,8.002676725387573
-241.9604811195382,200,0,8.008958101272583
-391.8216908560329,200,1,8.011538028717041
-119.71462870724805,200,0,8.026913166046143
-126.29465230412254,200,0,8.016010761260986
-125.09902007411742,200,0,7.985772132873535
-0.45889305414621046,200,0,8.056533813476562
-125.3246771650005,200,0,8.018134593963623
-119.42454573288092,200,0,7.952109336853027
-125.83646544227675,200,0,8.059596061706543
-126.65076178253736,200,0,8.01766324043274
-354.8549764469711,200,1,7.9836344718933105
-237.74723586526846,200,0,8.024413108825684
-125.2335774751557,200,0,7.968586444854736
-125.15460345742203,200,0,7.993390321731567
-121.30805244712421,200,0,7.947514772415161
-232.90340413702796,200,0,7.979137182235718
-239.06323851904878,200,0,7.990636825561523
-232.49537508205705,200,0,7.96333909034729
-242.77717432384645,200,0,8.027244567871094
-349.7929813652364,200,1,7.97497296333313
-483.71289075475437,200,1,8.047095537185669
-240.24734785460262,200,0,8.00124478340149
-371.1760301878033,200,1,7.9799277782440186
-461.4925182272781,200,1,7.916215419769287
-366.9645030290231,200,1,7.992437362670898
-121.0690884867052,200,0,7.99946928024292
-126.13109156751392,200,0,8.020425796508789
-125.22966998003028,200,0,7.96271824836731
-0.43530589064685943,200,0,8.036030769348145
-116.9687446242767,200,0,7.977633476257324
-455.28909257141896,200,1,7.975318431854248
-231.96007571093818,200,0,7.983911037445068
-122.05821258593087,200,0,7.9937896728515625
-0.1966639235377118,200,0,8.006674766540527
-119.4752027204605,200,0,8.01602578163147
-359.03985178240043,200,1,8.00433874130249
-125.83814402176705,200,0,8.016512155532837
-244.55355014120522,200,0,7.9524500370025635
-244.6772512483395,200,0,7.976611375808716
-244.3658205908984,200,0,8.001664876937866
-372.7214256345444,200,1,8.000104904174805
-360.5289356073896,200,1,8.012225866317749
-125.2691609365331,200,0,7.9960548877716064
-356.6227702052712,200,1,8.018812656402588
-126.76593393336086,200,0,8.012434482574463
-125.48030495066426,200,0,8.007069826126099
-378.5276170362963,200,1,7.97332763671875
-0.7251271322089381,200,0,8.043841361999512
-122.55091158259746,200,0,8.02207326889038
-124.6540441382158,200,0,8.019593000411987
-235.96922441017816,200,0,8.007285833358765
-126.89586944120886,200,0,7.971006155014038
-358.2757046750697,200,1,7.958822727203369
-122.59554660876744,200,0,7.944472551345825
-354.5903451850995,200,1,7.978495359420776
-347.81984000578694,200,1,7.977969646453857
-231.70901663155118,200,0,8.023661613464355
-521.9626240697789,200,1,7.984652996063232
-518.0900932950254,200,1,7.942105770111084
-237.52871863413841,200,0,7.9824912548065186
-243.9489522649276,200,0,7.996755838394165
-247.87527889570558,200,0,7.97490930557251
-0.41877172806160157,200,0,7.9798924922943115
-122.47405454422416,200,0,7.966744899749756
-120.97109885400438,200,0,7.952337980270386
-126.1493561378527,200,0,7.994389772415161
-462.9112522143829,200,1,7.996675252914429
-470.13340477482615,200,1,7.982129096984863
-123.33841854064738,200,0,7.9863409996032715
-245.6115173059055,200,0,7.999375581741333
-120.72394710979285,200,0,7.97833514213562
-368.93687096817416,200,1,7.980405807495117
-0.11707063474493815,200,0,7.983438968658447
-245.416775426858,200,0,7.958863735198975
-511.06346628035925,200,1,7.940756559371948
-122.4539192860502,200,0,7.929529666900635
-124.16124120268864,200,0,7.947197437286377
-128.04494635938903,200,0,7.993748903274536
-116.93544060010322,200,0,8.016085386276245
-127.60341358777657,200,0,7.990010499954224
-124.76015380797294,200,0,8.027331829071045
-123.38421254399614,200,0,8.016966342926025
-372.4146217206463,200,1,8.002617120742798
-365.0263130640715,200,1,7.946630001068115
-511.9959779255012,200,1,7.994693994522095
-239.60785169436062,200,0,8.005584478378296
-0.4952007028755184,200,0,7.991791009902954
-0.6565070491189927,200,0,7.999651193618774
-125.36120268806819,200,0,7.993959188461304
-122.78025176253144,200,0,8.02234935760498
-373.3759673226167,200,1,7.994455575942993
-400.53574284279006,200,1,7.924177169799805
-126.13188408417791,200,0,8.049314975738525
-361.3776463216195,200,1,8.07644772529602
-355.8850094241123,200,1,7.987132787704468
-237.92002752685013,200,0,7.976834297180176
-121.55668675360018,200,0,8.00383186340332
-117.51407724965638,200,0,7.96790623664856
-494.627252729121,200,1,7.9778900146484375
-124.1124892210105,200,0,8.01559066772461
-122.2573904487607,200,0,8.030364036560059
-352.7172773495599,200,1,8.017302989959717
-119.03994224695332,200,0,8.009516954421997
-368.39594231431437,200,1,7.980815410614014
-352.15283761874656,200,1,7.974857807159424
-358.90422247908475,200,1,7.996009111404419
-0.9278920656899325,200,0,7.978987693786621
-0.17306673733213848,200,0,7.994754314422607
-124.42703166388326,200,0,8.017317533493042
-1.8617002046257127,200,0,7.984617471694946
-350.3811605213383,200,1,8.004348516464233
-127.4676448101351,200,0,8.023132801055908
-374.2365436212137,200,1,7.99974250793457
-501.7079226544599,200,1,7.996939182281494
-374.66228689886515,200,1,7.963018178939819
-1.72703224420933,200,0,7.975080251693726
