return,steps,failure,wall_dt
-537.4460593429568,200,1,8.059007167816162
-368.32930693843673,200,1,8.030522346496582
-477.92160316536155,200,1,8.036957502365112
-235.7484364008375,200,0,8.07869005203247
-120.8272970732474,200,0,8.053587436676025
-353.0750238283749,200,1,8.001491069793701
-363.6223971558248,200,1,7.990919589996338
-121.03535981417645,200,0,8.002611875534058
-245.23687744845643,200,0,7.963411808013916
-121.38555500664341,200,0,7.999409437179565
-386.45644070069534,200,1,8.031378984451294
-0.5114547818732137,200,0,7.996280193328857
-366.7517572621689,200,1,8.02924108505249
-249.65912779198484,200,0,8.010493278503418
-474.5170136565203,200,1,7.999542713165283
-0.119562227387238,200,0,8.020415544509888
-529.7568532479486,200,1,8.023685216903687
-121.3067072068111,200,0,8.027405023574829
-238.23048142206426,200,0,8.031274557113647
-120.01767068081841,200,0,8.003084182739258
-121.33865039798376,200,0,8.032601833343506
-123.79153227743825,200,0,8.004500389099121
-384.56840575270564,200,1,7.993236064910889
-117.7458173629184,200,0,8.01357650756836
-120.85893506267946,200,0,8.040112972259521
-368.0332121648196,200,1,8.089961051940918
-241.86698150185907,200,0,8.06116795539856
-458.04583243825874,200,1,8.019376039505005
-518.0673207889719,200,1,7.989788770675659
-0.15318273679614974,200,0,8.005161046981812
-119.50978394297137,200,0,7.981605529785156
-121.23646202102225,200,0,8.044782638549805
-126.29215550072988,200,0,8.039228677749634
-238.66909457367606,200,0,8.03087329864502
-121.0191885475562,200,0,8.050108909606934
-356.65791613379866,200,1,8.068474054336548
-120.90271089168739,200,0,7.997602939605713
-125.53749423296772,200,0,8.007882356643677
-123.89066289941451,200,0,8.037188053131104
-119.16037308202003,200,0,8.051106214523315
-356.46145782143407,200,1,8.039742231369019
-124.71943209353135,200,0,8.037065982818604
-0.26505218925552154,200,0,8.00340986251831
-368.99200274902785,200,1,8.00315237045288
-124.85958601671668,200,0,7.951135158538818
-364.91156184163907,200,1,7.997774124145508
-1.3168837201238397,200,0,8.031420707702637
-126.38446169259284,200,0,8.02968168258667
-122.06869540704888,200,0,8.003764390945435
