idx,return,steps,failure
527,14.0,7,False
528,10.0,11,False
529,7.0,14,False
530,7.0,14,False
531,5.0,16,False
532,7.0,14,False
533,5.0,16,False
534,4.0,17,False
535,8.0,13,False
536,9.0,12,False
537,8.0,13,False
538,10.0,11,False
539,10.0,11,False
540,8.0,13,False
541,12.0,9,False
542,8.0,13,False
543,12.0,9,False
544,10.0,11,False
545,11.0,10,False
546,8.0,13,False
547,4.0,17,False
548,3.0,18,False
549,14.0,7,False
550,7.0,14,False
551,6.0,15,False
552,6.0,15,False
553,10.0,11,False
554,7.0,14,False
555,8.0,13,False
556,6.0,15,False
557,9.0,12,False
558,5.0,16,False
559,12.0,9,False
560,8.0,13,False
561,3.0,18,False
562,5.0,16,False
563,6.0,15,False
564,8.0,13,False
565,9.0,12,False
566,13.0,8,False
567,7.0,14,False
568,15.0,6,False
569,7.0,14,False
570,13.0,8,False
571,7.0,14,False
572,11.0,10,False
573,6.0,15,False
574,9.0,12,False
575,9.0,12,False
576,11.0,10,False
577,7.0,14,False
578,12.0,9,False
579,7.0,14,False
580,11.0,10,False
581,14.0,7,False
582,9.0,12,False
583,8.0,13,False
584,8.0,13,False
585,8.0,13,False
586,9.0,12,False
587,9.0,12,False
588,9.0,12,False
589,9.0,12,False
590,7.0,14,False
591,12.0,9,False
592,7.0,14,False
593,7.0,14,False
594,8.0,13,False
595,12.0,9,False
596,6.0,15,False
597,13.0,8,False
598,10.0,11,False
599,6.0,15,False
600,4.0,17,False
601,7.0,14,False
602,7.0,14,False
603,13.0,8,False
604,8.0,13,False
605,9.0,12,False
606,10.0,11,False
607,8.0,13,False
608,12.0,9,False
609,5.0,16,False
610,13.0,8,False
611,9.0,12,False
612,11.0,10,False
613,9.0,12,False
614,9.0,12,False
615,4.0,17,False
616,11.0,10,False
617,3.0,18,False
618,4.0,17,False
619,12.0,9,False
620,11.0,10,False
621,10.0,11,False
622,9.0,12,False
623,8.0,13,False
624,10.0,11,False
625,11.0,10,False
626,4.0,17,False
627,12.0,9,False
628,10.0,11,False
629,9.0,12,False
630,11.0,10,False
631,6.0,15,False
632,11.0,10,False
633,7.0,14,False
634,15.0,6,False
635,14.0,7,False
636,5.0,16,False
637,6.0,15,False
638,3.0,18,False
639,9.0,12,False
640,6.0,15,False
641,9.0,12,False
642,7.0,14,False
643,8.0,13,False
644,7.0,14,False
645,9.0,12,False
646,10.0,11,False
647,7.0,14,False
648,8.0,13,False
649,7.0,14,False
650,13.0,8,False
651,7.0,14,False
652,9.0,12,False
653,9.0,12,False
654,9.0,12,False
655,5.0,16,False
656,4.0,17,False
657,10.0,11,False
658,5.0,16,False
659,8.0,13,False
660,5.0,16,False
661,5.0,16,False
662,12.0,9,False
663,11.0,10,False
664,8.0,13,False
665,7.0,14,False
666,8.0,13,False
667,14.0,7,False
668,13.0,8,False
669,10.0,11,False
670,8.0,13,False
671,10.0,11,False
672,9.0,12,False
673,12.0,9,False
674,6.0,15,False
675,13.0,8,False
676,6.0,15,False
677,9.0,12,False
678,5.0,16,False
679,10.0,11,False
680,5.0,16,False
681,11.0,10,False
682,4.0,17,False
683,13.0,8,False
684,5.0,16,False
685,6.0,15,False
686,10.0,11,False
687,4.0,17,False
688,7.0,14,False
689,8.0,13,False
690,8.0,13,False
691,3.0,18,False
692,14.0,7,False
693,10.0,11,False
694,5.0,16,False
695,6.0,15,False
696,4.0,17,False
697,7.0,14,False
698,6.0,15,False
699,9.0,12,False
700,7.0,14,False
701,8.0,13,False
702,9.0,12,False
703,9.0,12,False
704,8.0,13,False
705,4.0,17,False
706,9.0,12,False
707,6.0,15,False
708,8.0,13,False
709,7.0,14,False
710,12.0,9,False
711,8.0,13,False
712,6.0,15,False
713,7.0,14,False
714,8.0,13,False
715,3.0,18,False
716,7.0,14,False
717,9.0,12,False
718,10.0,11,False
719,5.0,16,False
720,9.0,12,False
721,9.0,12,False
722,11.0,10,False
723,9.0,12,False
724,11.0,10,False
725,5.0,16,False
726,4.0,17,False
727,11.0,10,False
728,6.0,15,False
729,11.0,10,False
730,4.0,17,False
731,10.0,11,False
732,10.0,11,False
733,9.0,12,False
734,8.0,13,False
735,8.0,13,False
736,8.0,13,False
737,6.0,15,False
738,11.0,10,False
739,9.0,12,False
740,5.0,16,False
741,9.0,12,False
742,4.0,17,False
743,8.0,13,False
744,9.0,12,False
745,10.0,11,False
746,6.0,15,False
747,4.0,17,False
748,5.0,16,False
749,7.0,14,False
