idx,mu,return,steps,failure
258,0.5294117647058824,4.0,17,False
259,0.7777777777777778,12.0,9,False
260,0.7333333333333333,6.0,15,False
261,0.6,6.0,15,False
262,0.4,11.0,10,False
263,0.6923076923076923,8.0,13,False
264,0.6,6.0,15,False
265,0.5454545454545454,10.0,11,False
266,0.6428571428571429,7.0,14,False
267,0.5,11.0,10,False
268,0.6666666666666666,12.0,9,False
269,0.5384615384615384,8.0,13,False
270,0.625,5.0,16,False
271,0.4666666666666667,6.0,15,False
272,0.75,13.0,8,False
273,0.8,11.0,10,False
274,0.7692307692307693,8.0,13,False
275,0.4666666666666667,6.0,15,False
276,0.5,5.0,16,False
277,0.5714285714285714,7.0,14,False
278,0.7272727272727273,10.0,11,False
279,0.5625,5.0,16,False
280,0.6428571428571429,7.0,14,False
281,0.625,5.0,16,False
282,0.5882352941176471,4.0,17,False
283,0.6,6.0,15,False
284,0.6428571428571429,7.0,14,False
285,0.6428571428571429,7.0,14,False
286,0.5454545454545454,10.0,11,False
287,0.6363636363636364,10.0,11,False
288,0.5333333333333333,6.0,15,False
289,0.7272727272727273,10.0,11,False
290,0.7692307692307693,8.0,13,False
291,0.4,11.0,10,False
292,0.6363636363636364,10.0,11,False
293,0.6666666666666666,9.0,12,False
294,0.6470588235294118,4.0,17,False
295,0.5384615384615384,8.0,13,False
296,0.5714285714285714,7.0,14,False
297,0.5714285714285714,7.0,14,False
298,0.5714285714285714,7.0,14,False
299,0.5454545454545454,10.0,11,False
300,0.6428571428571429,7.0,14,False
301,0.6666666666666666,9.0,12,False
302,0.6666666666666666,6.0,15,False
303,0.5555555555555556,3.0,18,False
304,0.7272727272727273,10.0,11,False
305,0.5454545454545454,10.0,11,False
306,0.6363636363636364,10.0,11,False
307,0.625,5.0,16,False
308,0.7777777777777778,12.0,9,False
309,0.5833333333333334,9.0,12,False
310,0.6,6.0,15,False
311,0.7777777777777778,12.0,9,False
312,0.6363636363636364,10.0,11,False
313,0.8181818181818182,10.0,11,False
314,0.4117647058823529,4.0,17,False
315,0.5833333333333334,9.0,12,False
316,0.75,9.0,12,False
317,0.8,11.0,10,False
318,0.5,9.0,12,False
319,0.5454545454545454,10.0,11,False
320,0.6470588235294118,4.0,17,False
321,0.6666666666666666,9.0,12,False
322,0.6428571428571429,7.0,14,False
323,0.7142857142857143,14.0,7,False
324,0.6428571428571429,7.0,14,False
325,0.6153846153846154,8.0,13,False
326,0.5714285714285714,7.0,14,False
327,0.75,13.0,8,False
328,0.75,9.0,12,False
329,0.6111111111111112,3.0,18,False
330,0.75,9.0,12,False
331,0.7272727272727273,10.0,11,False
332,0.6666666666666666,6.0,15,False
333,0.6,6.0,15,False
334,0.38461538461538464,8.0,13,False
335,0.75,9.0,12,False
336,0.6,6.0,15,False
337,0.75,13.0,8,False
338,0.6111111111111112,3.0,18,False
339,0.6,11.0,10,False
340,0.5,11.0,10,False
341,0.5454545454545454,10.0,11,False
342,0.7,11.0,10,False
343,0.6666666666666666,6.0,15,False
344,0.5625,5.0,16,False
345,0.6,6.0,15,False
346,0.5555555555555556,3.0,18,False
347,0.6428571428571429,7.0,14,False
348,0.5625,5.0,16,False
349,0.75,9.0,12,False
350,0.7272727272727273,10.0,11,False
351,0.6666666666666666,9.0,12,False
352,0.6428571428571429,7.0,14,False
353,0.5833333333333334,9.0,12,False
354,0.6153846153846154,8.0,13,False
355,0.7142857142857143,14.0,7,False
356,0.3333333333333333,12.0,9,False
357,0.6666666666666666,9.0,12,False
358,0.8181818181818182,10.0,11,False
359,0.5384615384615384,8.0,13,False
360,0.5384615384615384,8.0,13,False
361,0.6428571428571429,7.0,14,False
362,0.7777777777777778,12.0,9,False
363,0.8333333333333334,9.0,12,False
364,0.7142857142857143,14.0,7,False
365,0.5333333333333333,6.0,15,False
366,0.5833333333333334,9.0,12,False
367,0.5,9.0,12,False
368,0.6,11.0,10,False
369,0.45454545454545453,10.0,11,False
370,0.5714285714285714,7.0,14,False
371,0.7142857142857143,7.0,14,False
372,0.6666666666666666,9.0,12,False
373,0.5384615384615384,8.0,13,False
374,0.4,11.0,10,False
375,0.7272727272727273,10.0,11,False
376,0.5625,5.0,16,False
377,0.7777777777777778,12.0,9,False
378,0.7857142857142857,7.0,14,False
379,0.6666666666666666,9.0,12,False
380,0.5714285714285714,7.0,14,False
381,0.625,5.0,16,False
382,0.5,11.0,10,False
383,0.4,11.0,10,False
384,0.7272727272727273,10.0,11,False
385,0.5333333333333333,6.0,15,False
386,0.6923076923076923,8.0,13,False
387,0.5833333333333334,9.0,12,False
388,0.5,5.0,16,False
389,0.4,6.0,15,False
390,0.5454545454545454,10.0,11,False
391,0.7272727272727273,10.0,11,False
392,0.5882352941176471,4.0,17,False
393,0.5714285714285714,7.0,14,False
394,0.3333333333333333,12.0,9,False
395,0.6363636363636364,10.0,11,False
396,0.5714285714285714,7.0,14,False
397,0.46153846153846156,8.0,13,False
398,0.625,5.0,16,False
399,0.7,11.0,10,False
400,0.5454545454545454,10.0,11,False
401,0.6,6.0,15,False
402,0.6428571428571429,7.0,14,False
403,0.6428571428571429,7.0,14,False
404,0.6666666666666666,6.0,15,False
405,0.6,11.0,10,False
406,0.7142857142857143,14.0,7,False
407,0.6875,5.0,16,False
408,0.6666666666666666,6.0,15,False
409,0.5625,5.0,16,False
410,0.7857142857142857,7.0,14,False
411,0.6666666666666666,6.0,15,False
412,0.7692307692307693,8.0,13,False
413,0.625,5.0,16,False
414,0.5384615384615384,8.0,13,False
415,0.8,11.0,10,False
416,0.7142857142857143,14.0,7,False
417,0.4375,5.0,16,False
418,0.6,6.0,15,False
419,0.6111111111111112,3.0,18,False
420,0.7777777777777778,12.0,9,False
421,0.42857142857142855,7.0,14,False
422,0.45454545454545453,10.0,11,False
423,0.6666666666666666,9.0,12,False
424,0.6666666666666666,15.0,6,False
425,0.6,11.0,10,False
426,0.5555555555555556,3.0,18,False
427,0.5294117647058824,4.0,17,False
428,0.7,11.0,10,False
429,0.5,7.0,14,False
430,0.6666666666666666,15.0,6,False
431,0.4166666666666667,9.0,12,False
432,0.7272727272727273,10.0,11,False
433,0.6153846153846154,8.0,13,False
434,0.7692307692307693,8.0,13,False
435,0.5833333333333334,9.0,12,False
436,0.7142857142857143,7.0,14,False
437,0.625,5.0,16,False
438,0.4117647058823529,4.0,17,False
439,0.6428571428571429,7.0,14,False
440,0.46153846153846156,8.0,13,False
441,0.5882352941176471,4.0,17,False
442,0.7142857142857143,7.0,14,False
443,0.6,6.0,15,False
444,0.6363636363636364,10.0,11,False
445,0.5882352941176471,4.0,17,False
446,0.5555555555555556,3.0,18,False
447,0.625,5.0,16,False
448,0.625,5.0,16,False
449,0.3333333333333333,12.0,9,False
450,0.7,11.0,10,False
451,0.6923076923076923,8.0,13,False
452,0.5882352941176471,4.0,17,False
453,0.8,11.0,10,False
454,0.6470588235294118,4.0,17,False
455,0.6,6.0,15,False
456,0.6,6.0,15,False
457,0.6470588235294118,4.0,17,False
458,0.7857142857142857,7.0,14,False
459,0.7142857142857143,7.0,14,False
460,0.7777777777777778,12.0,9,False
461,0.5,7.0,14,False
462,0.7142857142857143,14.0,7,False
463,0.5882352941176471,4.0,17,False
464,0.7,11.0,10,False
465,0.4666666666666667,6.0,15,False
466,0.6153846153846154,8.0,13,False
467,0.4666666666666667,6.0,15,False
468,0.7777777777777778,12.0,9,False
469,0.5384615384615384,8.0,13,False
470,0.5384615384615384,8.0,13,False
471,0.5714285714285714,7.0,14,False
472,0.625,5.0,16,False
473,0.7,11.0,10,False
474,0.5454545454545454,10.0,11,False
475,0.5714285714285714,7.0,14,False
476,0.5454545454545454,10.0,11,False
477,0.5333333333333333,6.0,15,False
478,0.5882352941176471,4.0,17,False
479,0.75,13.0,8,False
480,0.75,9.0,12,False
481,0.625,5.0,16,False
482,0.625,5.0,16,False
483,0.6875,5.0,16,False
484,0.6666666666666666,9.0,12,False
485,0.3333333333333333,6.0,15,False
486,0.6666666666666666,12.0,9,False
487,0.5294117647058824,4.0,17,False
488,0.5714285714285714,7.0,14,False
489,0.6111111111111112,3.0,18,False
490,0.8,11.0,10,False
491,0.7142857142857143,7.0,14,False
492,0.46153846153846156,8.0,13,False
493,0.5,9.0,12,False
494,0.75,13.0,8,False
495,0.6428571428571429,7.0,14,False
496,0.6428571428571429,7.0,14,False
497,0.8181818181818182,10.0,11,False
498,0.5833333333333334,9.0,12,False
499,0.7,11.0,10,False
500,0.6153846153846154,8.0,13,False
501,0.7142857142857143,14.0,7,False
502,0.7857142857142857,7.0,14,False
503,0.5833333333333334,9.0,12,False
504,0.7777777777777778,12.0,9,False
505,0.6,6.0,15,False
506,0.7142857142857143,14.0,7,False
507,0.6428571428571429,7.0,14,False
508,0.7777777777777778,12.0,9,False
509,0.4166666666666667,9.0,12,False
510,0.5625,5.0,16,False
511,0.6,11.0,10,False
512,0.625,5.0,16,False
513,0.6,6.0,15,False
514,0.5625,5.0,16,False
515,0.6153846153846154,8.0,13,False
516,0.75,13.0,8,False
517,0.6153846153846154,8.0,13,False
518,0.7777777777777778,12.0,9,False
519,0.7272727272727273,10.0,11,False
520,0.6,6.0,15,False
521,0.7333333333333333,6.0,15,False
522,0.4,11.0,10,False
523,0.6666666666666666,9.0,12,False
524,0.6111111111111112,3.0,18,False
525,0.5625,5.0,16,False
526,0.5333333333333333,6.0,15,False
527,0.6,6.0,15,False
528,0.6428571428571429,7.0,14,False
529,0.5294117647058824,4.0,17,False
530,0.6923076923076923,8.0,13,False
531,0.5,5.0,16,False
532,0.5294117647058824,4.0,17,False
533,0.7692307692307693,8.0,13,False
534,0.45454545454545453,10.0,11,False
535,0.6363636363636364,10.0,11,False
536,0.6666666666666666,6.0,15,False
537,0.8,11.0,10,False
538,0.7272727272727273,10.0,11,False
539,0.6111111111111112,3.0,18,False
540,0.7272727272727273,10.0,11,False
541,0.5882352941176471,4.0,17,False
542,0.4375,5.0,16,False
543,0.7333333333333333,6.0,15,False
544,0.5384615384615384,8.0,13,False
545,0.7857142857142857,7.0,14,False
546,0.7142857142857143,7.0,14,False
547,0.6470588235294118,4.0,17,False
548,0.6923076923076923,8.0,13,False
549,0.6153846153846154,8.0,13,False
550,0.5454545454545454,10.0,11,False
551,0.5714285714285714,7.0,14,False
552,0.5,9.0,12,False
553,0.5625,5.0,16,False
554,0.6666666666666666,6.0,15,False
555,0.8,11.0,10,False
556,0.5454545454545454,10.0,11,False
557,0.5625,5.0,16,False
558,0.8333333333333334,9.0,12,False
559,0.8181818181818182,10.0,11,False
560,0.7272727272727273,10.0,11,False
561,0.3333333333333333,12.0,9,False
562,0.6470588235294118,4.0,17,False
563,0.6666666666666666,9.0,12,False
564,0.75,13.0,8,False
565,0.6923076923076923,8.0,13,False
566,0.5833333333333334,9.0,12,False
567,0.5384615384615384,8.0,13,False
568,0.6666666666666666,6.0,15,False
569,0.6923076923076923,8.0,13,False
570,0.38461538461538464,8.0,13,False
571,0.5384615384615384,8.0,13,False
572,0.5833333333333334,9.0,12,False
573,0.4,11.0,10,False
574,0.6,6.0,15,False
575,0.6153846153846154,8.0,13,False
576,0.6,6.0,15,False
577,0.6,6.0,15,False
578,0.47058823529411764,4.0,17,False
579,0.6666666666666666,9.0,12,False
580,0.8,11.0,10,False
581,0.5333333333333333,6.0,15,False
582,0.5,9.0,12,False
583,0.4117647058823529,4.0,17,False
584,0.6666666666666666,12.0,9,False
585,0.6428571428571429,7.0,14,False
586,0.6428571428571429,7.0,14,False
587,0.45454545454545453,10.0,11,False
588,0.625,5.0,16,False
589,0.5882352941176471,4.0,17,False
590,0.6,6.0,15,False
591,0.6666666666666666,6.0,15,False
592,0.4666666666666667,6.0,15,False
593,0.7857142857142857,7.0,14,False
594,0.6428571428571429,7.0,14,False
595,0.7,11.0,10,False
596,0.6363636363636364,10.0,11,False
597,0.5714285714285714,7.0,14,False
598,0.6111111111111112,3.0,18,False
599,0.5333333333333333,6.0,15,False
600,0.7777777777777778,12.0,9,False
601,0.8333333333333334,9.0,12,False
602,0.75,13.0,8,False
603,0.5,5.0,16,False
604,0.42857142857142855,7.0,14,False
605,0.6153846153846154,8.0,13,False
606,0.6666666666666666,6.0,15,False
607,0.6428571428571429,7.0,14,False
608,0.5714285714285714,7.0,14,False
609,0.6666666666666666,9.0,12,False
610,0.35714285714285715,7.0,14,False
611,0.75,13.0,8,False
612,0.8,11.0,10,False
613,0.38461538461538464,8.0,13,False
614,0.7142857142857143,7.0,14,False
615,0.7777777777777778,12.0,9,False
616,0.6666666666666666,9.0,12,False
617,0.5454545454545454,10.0,11,False
618,0.4,11.0,10,False
619,0.7272727272727273,10.0,11,False
620,0.5714285714285714,7.0,14,False
621,0.6923076923076923,8.0,13,False
622,0.6470588235294118,4.0,17,False
623,0.6153846153846154,8.0,13,False
624,0.5333333333333333,6.0,15,False
625,0.8181818181818182,10.0,11,False
626,0.7272727272727273,10.0,11,False
627,0.6923076923076923,8.0,13,False
628,0.6666666666666666,9.0,12,False
629,0.5555555555555556,3.0,18,False
630,0.75,13.0,8,False
631,0.5833333333333334,9.0,12,False
632,0.6428571428571429,7.0,14,False
633,0.75,13.0,8,False
634,0.7777777777777778,12.0,9,False
635,0.4375,5.0,16,False
636,0.75,9.0,12,False
637,0.38461538461538464,8.0,13,False
638,0.6666666666666666,6.0,15,False
639,0.6363636363636364,10.0,11,False
640,0.7692307692307693,8.0,13,False
641,0.8181818181818182,10.0,11,False
642,0.8181818181818182,10.0,11,False
643,0.5714285714285714,7.0,14,False
644,0.35714285714285715,7.0,14,False
645,0.35714285714285715,7.0,14,False
646,0.6666666666666666,12.0,9,False
647,0.7692307692307693,8.0,13,False
648,0.625,5.0,16,False
649,0.5454545454545454,10.0,11,False
650,0.5294117647058824,4.0,17,False
651,0.6153846153846154,8.0,13,False
652,0.5833333333333334,9.0,12,False
653,0.4,11.0,10,False
654,0.7692307692307693,8.0,13,False
655,0.6923076923076923,8.0,13,False
656,0.6666666666666666,9.0,12,False
657,0.4,11.0,10,False
658,0.8,11.0,10,False
659,0.5882352941176471,4.0,17,False
660,0.6428571428571429,7.0,14,False
661,0.5555555555555556,3.0,18,False
662,0.5,5.0,16,False
663,0.7142857142857143,14.0,7,False
664,0.6363636363636364,10.0,11,False
665,0.5384615384615384,8.0,13,False
666,0.5625,5.0,16,False
667,0.7272727272727273,10.0,11,False
668,0.5,5.0,16,False
669,0.375,5.0,16,False
670,0.6666666666666666,9.0,12,False
671,0.6666666666666666,6.0,15,False
672,0.6,6.0,15,False
673,0.7692307692307693,8.0,13,False
674,0.5384615384615384,8.0,13,False
675,0.7692307692307693,8.0,13,False
676,0.5714285714285714,7.0,14,False
677,0.5,5.0,16,False
678,0.7142857142857143,14.0,7,False
679,0.75,13.0,8,False
680,0.8,11.0,10,False
681,0.6666666666666666,6.0,15,False
682,0.5833333333333334,9.0,12,False
683,0.7272727272727273,10.0,11,False
684,0.6,6.0,15,False
685,0.6666666666666666,9.0,12,False
686,0.7692307692307693,8.0,13,False
687,0.8181818181818182,10.0,11,False
688,0.625,5.0,16,False
689,0.6153846153846154,8.0,13,False
690,0.6153846153846154,8.0,13,False
691,0.7,11.0,10,False
692,0.5882352941176471,4.0,17,False
693,0.8181818181818182,10.0,11,False
694,0.7142857142857143,7.0,14,False
695,0.6153846153846154,8.0,13,False
696,0.35714285714285715,7.0,14,False
697,0.5882352941176471,4.0,17,False
698,0.7,11.0,10,False
699,0.5454545454545454,10.0,11,False
700,0.6428571428571429,7.0,14,False
701,0.5294117647058824,4.0,17,False
702,0.5714285714285714,7.0,14,False
703,0.6428571428571429,7.0,14,False
704,0.5,9.0,12,False
705,0.3333333333333333,6.0,15,False
706,0.6470588235294118,4.0,17,False
707,0.5384615384615384,8.0,13,False
708,0.5454545454545454,10.0,11,False
709,0.3333333333333333,12.0,9,False
710,0.5333333333333333,6.0,15,False
711,0.7272727272727273,10.0,11,False
712,0.6923076923076923,8.0,13,False
713,0.625,5.0,16,False
714,0.6666666666666666,9.0,12,False
715,0.75,13.0,8,False
716,0.7142857142857143,7.0,14,False
717,0.6363636363636364,10.0,11,False
718,0.6666666666666666,9.0,12,False
719,0.4666666666666667,6.0,15,False
720,0.45454545454545453,10.0,11,False
721,0.625,5.0,16,False
722,0.5454545454545454,10.0,11,False
723,0.4,11.0,10,False
724,0.7272727272727273,10.0,11,False
725,0.5714285714285714,7.0,14,False
726,0.6428571428571429,7.0,14,False
727,0.6923076923076923,8.0,13,False
728,0.5,5.0,16,False
729,0.75,13.0,8,False
730,0.4375,5.0,16,False
731,0.375,5.0,16,False
732,0.7777777777777778,12.0,9,False
733,0.8333333333333334,9.0,12,False
734,0.5454545454545454,10.0,11,False
735,0.42857142857142855,7.0,14,False
736,0.7,11.0,10,False
737,0.6470588235294118,4.0,17,False
738,0.46153846153846156,8.0,13,False
739,0.5454545454545454,10.0,11,False
740,0.6428571428571429,7.0,14,False
741,0.6153846153846154,8.0,13,False
742,0.7692307692307693,8.0,13,False
743,0.4,11.0,10,False
744,0.5625,5.0,16,False
745,0.6666666666666666,12.0,9,False
746,0.6666666666666666,15.0,6,False
747,0.5882352941176471,4.0,17,False
748,0.5625,5.0,16,False
749,0.3333333333333333,12.0,9,False
750,0.7272727272727273,10.0,11,False
751,0.5714285714285714,7.0,14,False
752,0.5,5.0,16,False
753,0.6153846153846154,8.0,13,False
754,0.5384615384615384,8.0,13,False
755,0.6428571428571429,7.0,14,False
756,0.7333333333333333,6.0,15,False
757,0.7,11.0,10,False
758,0.75,9.0,12,False
759,0.7333333333333333,6.0,15,False
760,0.7142857142857143,7.0,14,False
761,0.8,11.0,10,False
762,0.6363636363636364,10.0,11,False
763,0.6666666666666666,9.0,12,False
764,0.6666666666666666,6.0,15,False
765,0.6153846153846154,8.0,13,False
766,0.45454545454545453,10.0,11,False
767,0.7142857142857143,7.0,14,False
768,0.6428571428571429,7.0,14,False
769,0.6666666666666666,6.0,15,False
770,0.6923076923076923,8.0,13,False
771,0.3333333333333333,12.0,9,False
772,0.7777777777777778,12.0,9,False
773,0.4166666666666667,9.0,12,False
774,0.8333333333333334,9.0,12,False
775,0.3333333333333333,6.0,15,False
776,0.6666666666666666,9.0,12,False
777,0.7142857142857143,7.0,14,False
778,0.5333333333333333,6.0,15,False
779,0.6666666666666666,9.0,12,False
780,0.6875,5.0,16,False
781,0.6666666666666666,12.0,9,False
782,0.6428571428571429,7.0,14,False
783,0.6153846153846154,8.0,13,False
784,0.75,13.0,8,False
785,0.6153846153846154,8.0,13,False
786,0.6363636363636364,10.0,11,False
787,0.5454545454545454,10.0,11,False
788,0.4375,5.0,16,False
789,0.6,6.0,15,False
