idx,state,steps,failure,mutant
627,492,15,False,plan_0
628,364,13,False,gamma_0.70
629,364,17,False,alpha_0.40
630,364,16,False,eps_0.30
631,364,16,False,plan_0
632,407,15,False,gamma_0.70
633,407,18,False,alpha_0.40
634,407,17,False,eps_0.30
635,407,15,False,plan_0
636,324,15,False,gamma_0.70
637,324,13,False,alpha_0.40
638,324,18,False,eps_0.30
639,324,12,False,plan_0
640,411,16,False,gamma_0.70
641,411,12,False,alpha_0.40
642,411,10,False,eps_0.30
643,411,12,False,plan_0
644,328,14,False,gamma_0.70
645,328,17,False,alpha_0.40
646,328,17,False,eps_0.30
647,328,9,False,plan_0
648,372,10,False,gamma_0.70
649,372,17,False,alpha_0.40
650,372,13,False,eps_0.30
651,372,14,False,plan_0
652,361,17,False,gamma_0.70
653,361,14,False,alpha_0.40
654,361,14,False,eps_0.30
655,361,15,False,plan_0
656,302,12,False,gamma_0.70
657,302,16,False,alpha_0.40
658,302,8,False,eps_0.30
659,302,10,False,plan_0
660,42,16,False,gamma_0.70
661,42,13,False,alpha_0.40
662,42,15,False,eps_0.30
663,42,15,False,plan_0
664,404,17,False,gamma_0.70
665,404,15,False,alpha_0.40
666,404,14,False,eps_0.30
667,404,8,False,plan_0
668,182,13,False,gamma_0.70
669,182,14,False,alpha_0.40
670,182,8,False,eps_0.30
671,182,14,False,plan_0
672,281,13,False,gamma_0.70
673,281,16,False,alpha_0.40
674,281,13,False,eps_0.30
675,281,13,False,plan_0
676,122,8,False,gamma_0.70
677,122,18,False,alpha_0.40
678,122,10,False,eps_0.30
679,122,12,False,plan_0
680,494,9,False,gamma_0.70
681,494,10,False,alpha_0.40
682,494,10,False,eps_0.30
683,494,13,False,plan_0
684,332,11,False,gamma_0.70
685,332,14,False,alpha_0.40
686,332,16,False,eps_0.30
687,332,16,False,plan_0
688,321,14,False,gamma_0.70
689,321,13,False,alpha_0.40
690,321,8,False,eps_0.30
691,321,14,False,plan_0
692,373,10,False,gamma_0.70
693,373,16,False,alpha_0.40
694,373,14,False,eps_0.30
695,373,9,False,plan_0
696,488,14,False,gamma_0.70
697,488,9,False,alpha_0.40
698,488,15,False,eps_0.30
699,488,15,False,plan_0
700,349,16,False,gamma_0.70
701,349,17,False,alpha_0.40
702,349,9,False,eps_0.30
703,349,10,False,plan_0
704,132,15,False,gamma_0.70
705,132,11,False,alpha_0.40
