return,steps,failure,wall_dt,do_count,stall
2.7679324984974034,197,0,0.5063412189483643,8,0
3.099999999999999,152,0,0.42906713485717773,20,0
2.0999999999999996,129,0,0.3904552459716797,17,0
3.099999999999999,171,0,0.4678468704223633,25,0
1.1000000000000003,162,0,0.42830705642700195,4,0
2.0999999999999996,68,0,0.268754243850708,11,0
3.099999999999999,175,0,0.4642608165740967,17,0
3.0999999999999996,195,0,0.5756585597991943,30,0
1.1942226559366627,156,0,0.420637845993042,4,0
2.0999999999999996,225,0,0.6263480186462402,31,0
1.7,144,0,0.3967604637145996,20,0
3.099999999999999,176,0,0.4732248783111572,27,0
5.551115123125783e-17,172,0,0.4628458023071289,7,0
2.0999999999999996,164,0,0.4629790782928467,22,0
2.0999999999999996,153,0,0.45462489128112793,17,0
2.0999999999999996,155,0,0.43814826011657715,28,0
-0.3999999999999999,181,0,0.4894545078277588,6,0
3.0,174,0,0.49782228469848633,27,0
2.1390570336956873,132,0,0.37215280532836914,16,0
2.099999999999999,192,0,0.5450241565704346,28,0
-1.1362312618948014,98,1,0.3198225498199463,5,0
3.0999999999999996,226,0,0.6349153518676758,32,0
1.8990024293067866,169,0,0.4743785858154297,18,0
4.099999999999999,175,0,0.4826192855834961,28,0
2.9,337,0,0.852083683013916,14,0
1.1000000000000003,149,0,0.43532776832580566,18,0
1.7999999999999996,170,0,0.451277494430542,17,0
3.0999999999999996,184,0,0.48104119300842285,27,0
-0.28020287451390663,158,0,0.41017937660217285,1,0
2.099999999999999,187,0,0.5335006713867188,17,0
2.099999999999999,164,0,0.45332860946655273,18,0
2.6999999999999993,160,0,0.4410743713378906,21,0
1.7,160,0,0.42255067825317383,6,0
2.5999999999999996,163,0,0.4510314464569092,19,0
1.625526452050604,188,0,0.4925534725189209,18,0
2.099999999999999,192,0,0.5265378952026367,32,0
1.1390870180357262,135,0,0.39745593070983887,4,0
1.1,202,0,0.5472526550292969,21,0
3.2499324945405985,171,0,0.4713468551635742,21,0
1.9,146,0,0.4107534885406494,21,0
2.1584420043071137,198,0,0.5391039848327637,6,0
2.0999999999999996,147,0,0.42813706398010254,15,0
2.9999999999999996,141,0,0.38076066970825195,17,0
2.999999999999999,161,0,0.46564245223999023,20,0
-0.39999999999999997,155,0,0.44217467308044434,7,0
3.5999999999999988,185,0,0.5083489418029785,22,0
0.9954685212788348,146,0,0.43030619621276855,19,0
1.7999999999999996,148,0,0.4244246482849121,23,0
1.2899690102219117,164,0,0.4564368724822998,5,0
0.09999999999999998,150,0,0.4200725555419922,20,0
2.099999999999999,141,0,0.4325220584869385,17,0
3.0999999999999996,151,0,0.421417236328125,20,0
0.19642959181896802,171,0,0.46035027503967285,3,0
1.9999999999999993,171,0,0.47000575065612793,16,0
3.167608684377289,154,0,0.41562557220458984,21,0
2.9,140,0,0.43325138092041016,19,0
0.09999999999999998,142,0,0.39095449447631836,6,0
5.551115123125783e-17,197,0,0.5292923450469971,20,0
-0.020970132284782506,165,0,0.47401976585388184,18,0
4.099999999999999,192,0,0.5332064628601074,31,0
1.0000000000000002,233,0,0.6084480285644531,7,0
2.0999999999999996,220,0,0.5697836875915527,28,0
1.9999999999999998,156,0,0.43202900886535645,18,0
1.8999999999999995,194,0,0.5573928356170654,32,0
0.09999999999999992,169,0,0.45641279220581055,6,0
2.099999999999999,182,0,0.5005762577056885,23,0
2.27050727665892,167,0,0.46564507484436035,19,0
1.0999999999999996,164,0,0.4181084632873535,21,0
-0.9000000000000001,35,1,0.17314982414245605,1,0
0.6000000000000003,162,0,0.4513072967529297,21,0
0.04565926354034838,90,0,0.27068543434143066,11,0
0.8,189,0,0.5688302516937256,29,0
-0.34294493867576975,148,0,0.42310333251953125,6,0
