return,steps,failure,wall_dt,do_count,stall
2.099999999999999,399,0,0.9853973388671875,13,0
4.099999999999999,155,0,0.4230039119720459,9,0
1.1,149,0,0.4060802459716797,5,0
2.0999999999999996,161,0,0.45599842071533203,3,0
0.09999999999999998,147,0,0.4159102439880371,6,0
1.1000000000000003,208,0,0.5601801872253418,5,0
1.0,180,1,0.47603726387023926,1,1
0.10000000000000009,170,0,0.45851755142211914,4,0
-0.9000000000000001,105,1,0.3279383182525635,1,0
1.1000000000000003,201,0,0.5247299671173096,6,0
0.10000000000000003,180,1,0.48702144622802734,2,1
1.1102230246251565e-16,141,0,0.3826444149017334,6,0
0.10000000000000009,126,0,0.35793638229370117,2,0
0.10000000000000009,172,0,0.4340822696685791,2,0
3.099999999999999,173,0,0.4794504642486572,6,0
-0.2,43,0,0.18913722038269043,1,0
-0.39999999999999997,194,0,0.5084707736968994,3,0
1.5999999999999999,194,0,0.5389561653137207,3,0
2.099999999999999,155,0,0.4254128932952881,8,0
1.1000000000000003,227,0,0.6263446807861328,5,0
1.5000000000000002,180,1,0.4772207736968994,2,1
0.10000000000000009,72,0,0.26201963424682617,1,0
5.551115123125783e-17,171,0,0.46822452545166016,5,0
2.099999999999999,155,0,0.4300069808959961,5,0
0.10000000000000003,133,0,0.38123202323913574,8,0
1.1000000000000003,243,0,0.6492063999176025,8,0
0.10000000000000003,155,0,0.41626977920532227,7,0
3.0999999999999996,195,0,0.5129756927490234,6,0
0.10000000000000009,186,0,0.49368882179260254,3,0
1.1,179,0,0.47028398513793945,3,0
1.0000000000000002,211,0,0.5603158473968506,7,0
-0.4,154,0,0.437868595123291,2,0
2.9999999999999996,154,0,0.423647403717041,10,0
-0.9000000000000001,87,1,0.30483508110046387,2,0
0.09999999999999992,162,0,0.46927881240844727,3,0
-0.4,156,0,0.45241808891296387,8,0
1.1,144,0,0.36502814292907715,6,0
0.09999999999999998,183,0,0.4917032718658447,3,0
2.0999999999999996,133,0,0.3924431800842285,2,0
0.8000000000000003,184,0,0.4922206401824951,3,0
0.10000000000000009,147,0,0.40423107147216797,4,0
0.8,148,0,0.39684247970581055,4,0
0.10000000000000003,148,0,0.39885473251342773,2,0
0.10000000000000009,205,0,0.5683531761169434,10,0
-0.3999999999999999,66,0,0.24765682220458984,1,0
0.09999999999999998,140,0,0.42434072494506836,2,0
0.10000000000000003,162,0,0.42514801025390625,4,0
0.8999999999999999,267,0,0.6601264476776123,3,0
0.10000000000000009,60,0,0.21611642837524414,2,0
0.09999999999999998,163,0,0.45128369331359863,6,0
3.099999999999999,194,0,0.5151617527008057,6,0
1.2000000000000004,180,1,0.5081539154052734,2,1
0.09999999999999992,156,0,0.42426109313964844,1,0
1.1,167,0,0.43889522552490234,5,0
1.9999999999999998,159,0,0.4550304412841797,2,0
-1.6653345369377348e-16,248,0,0.6553211212158203,6,0
1.3,180,1,0.4989290237426758,1,1
0.10000000000000009,148,0,0.42731666564941406,1,0
1.7999999999999994,214,0,0.6085190773010254,6,0
2.0999999999999996,183,0,0.4882314205169678,3,0
0.10000000000000003,163,0,0.42092370986938477,3,0
0.8,233,0,0.6073849201202393,6,0
0.09999999999999998,186,0,0.4896714687347412,6,0
0.09999999999999998,187,0,0.47119736671447754,4,0
5.551115123125783e-17,159,0,0.41819119453430176,4,0
2.0999999999999996,162,0,0.46682024002075195,7,0
2.099999999999999,184,0,0.5033128261566162,9,0
3.999999999999999,172,0,0.4485447406768799,7,0
1.9999999999999993,174,0,0.49575257301330566,7,0
0.8000000000000003,162,0,0.45601558685302734,6,0
-0.29999999999999993,154,0,0.4067556858062744,4,0
1.1,151,0,0.412137508392334,1,0
3.0,180,1,0.49077415466308594,2,1
2.0999999999999996,192,0,0.4905221462249756,4,0
2.0999999999999996,152,0,0.4185352325439453,4,0
-0.39999999999999986,164,1,0.42639589309692383,0,0
1.1,159,0,0.4204719066619873,6,0
-0.19999999999999984,146,1,0.3909494876861572,0,0
-5.551115123125783e-17,202,0,0.5804915428161621,6,0
0.10000000000000009,182,0,0.5044176578521729,3,0
1.0,180,1,0.45676279067993164,2,1
0.10000000000000003,159,0,0.42047762870788574,6,0
-0.9000000000000001,87,1,0.28389906883239746,2,0
2.0999999999999996,184,0,0.49845266342163086,9,0
-0.09999999999999987,190,0,0.4817469120025635,4,0
-0.39999999999999997,189,0,0.47760677337646484,3,0
0.10000000000000003,180,1,0.4733693599700928,1,1
2.0999999999999996,143,0,0.3879978656768799,3,0
