idx,state,steps,failure
528,192,9,False
529,421,15,False
530,182,6,False
531,194,12,False
532,54,16,False
533,272,17,False
534,141,13,False
535,441,14,False
536,51,10,False
537,7,12,False
538,127,12,False
539,361,13,False
540,213,13,False
541,391,17,False
542,381,16,False
543,127,13,False
544,109,7,False
545,383,15,False
546,174,13,False
547,344,7,False
548,191,18,False
549,486,13,False
550,382,14,False
551,191,11,False
552,154,16,False
553,488,6,False
554,393,14,False
555,344,13,False
556,424,15,False
557,388,12,False
558,294,13,False
559,348,13,False
560,249,11,False
561,14,13,False
562,464,12,False
563,421,11,False
564,341,8,False
565,441,13,False
566,71,16,False
567,333,11,False
568,388,16,False
569,381,11,False
570,381,8,False
571,424,14,False
572,113,15,False
573,313,11,False
574,183,16,False
575,207,17,False
576,424,14,False
577,461,15,False
578,227,9,False
579,382,9,False
580,291,14,False
581,288,10,False
582,182,13,False
583,34,13,False
584,382,16,False
585,404,13,False
586,464,18,False
587,292,13,False
588,31,16,False
589,369,12,False
590,261,9,False
591,388,10,False
592,262,8,False
593,421,13,False
594,301,16,False
595,262,11,False
596,94,10,False
597,207,14,False
598,6,13,False
599,283,11,False
600,223,7,False
601,31,14,False
602,221,16,False
603,464,10,False
604,469,14,False
605,29,12,False
606,131,14,False
607,174,13,False
608,182,12,False
609,134,12,False
610,107,16,False
611,134,11,False
612,82,10,False
613,469,14,False
614,381,17,False
615,34,16,False
616,264,14,False
617,424,10,False
618,168,15,False
619,213,8,False
620,382,10,False
621,381,16,False
622,91,13,False
623,82,15,False
624,34,15,False
625,282,10,False
626,262,11,False
627,12,13,False
628,461,11,False
629,442,10,False
630,154,16,False
631,424,16,False
632,461,16,False
633,282,13,False
634,31,10,False
635,51,14,False
636,341,14,False
637,74,12,False
638,107,16,False
639,94,17,False
640,81,10,False
641,171,15,False
642,283,10,False
643,321,17,False
644,191,12,False
645,7,9,False
646,462,17,False
647,321,13,False
648,191,14,False
649,481,12,False
650,182,17,False
651,403,17,False
652,447,16,False
653,404,7,False
654,113,16,False
655,382,13,False
656,381,16,False
657,54,16,False
658,188,17,False
659,462,15,False
660,382,10,False
661,27,17,False
662,171,11,False
663,182,11,False
664,188,11,False
665,213,13,False
666,262,15,False
667,94,8,False
668,307,13,False
669,282,9,False
670,446,14,False
671,369,15,False
672,463,12,False
673,332,10,False
674,193,17,False
675,214,15,False
676,51,13,False
677,154,12,False
678,107,17,False
679,424,13,False
680,401,18,False
681,301,13,False
682,51,16,False
683,464,8,False
684,27,8,False
685,71,16,False
686,31,11,False
687,484,12,False
688,229,14,False
689,346,15,False
690,168,11,False
691,168,11,False
692,104,15,False
693,444,11,False
694,262,9,False
695,111,15,False
696,274,12,False
697,162,8,False
698,461,16,False
699,168,13,False
700,82,12,False
701,324,13,False
702,444,12,False
703,151,10,False
704,404,12,False
705,382,18,False
706,71,13,False
707,7,7,False
708,424,10,False
709,182,16,False
710,262,16,False
711,213,15,False
712,246,13,False
713,241,10,False
714,282,11,False
715,384,13,False
716,74,16,False
717,452,14,False
718,468,16,False
719,134,15,False
720,188,15,False
721,33,11,False
722,424,17,False
723,193,11,False
724,34,14,False
725,162,16,False
726,294,12,False
727,43,8,False
728,107,15,False
729,68,14,False
730,442,10,False
731,407,14,False
732,266,14,False
733,82,15,False
734,282,13,False
735,284,10,False
736,282,14,False
737,481,8,False
738,283,12,False
739,7,14,False
740,7,13,False
741,9,13,False
742,111,15,False
743,291,12,False
744,488,9,False
745,168,10,False
746,88,13,False
747,364,10,False
748,207,16,False
749,94,13,False
750,94,11,False
751,94,17,False
752,29,14,False
753,441,11,False
754,388,15,False
755,188,12,False
756,392,8,False
757,182,12,False
758,74,11,False
759,268,13,False
760,213,8,False
761,129,17,False
762,194,9,False
763,388,14,False
764,441,13,False
765,182,16,False
766,194,12,False
767,182,10,False
768,142,14,False
769,368,13,False
770,188,13,False
771,92,12,False
772,134,14,False
773,27,12,False
774,469,15,False
775,404,17,False
776,94,12,False
777,388,12,False
778,464,15,False
779,384,14,False
780,148,10,False
781,421,7,False
782,312,15,False
783,51,8,False
784,204,16,False
785,461,13,False
786,462,10,False
787,444,12,False
788,31,16,False
789,384,15,False
790,261,8,False
791,421,9,False
792,91,10,False
793,74,12,False
794,29,15,False
795,344,15,False
796,3,12,False
797,127,13,False
798,188,12,False
799,313,12,False
800,301,15,False
801,428,12,False
802,88,17,False
803,488,13,False
804,224,12,False
805,162,14,False
806,182,14,False
807,214,14,False
808,283,14,False
809,207,14,False
810,232,11,False
811,268,14,False
812,106,13,False
813,341,13,False
814,246,15,False
815,382,17,False
816,388,16,False
817,9,13,False
818,94,12,False
819,461,12,False
820,12,14,False
821,221,13,False
822,107,16,False
823,369,13,False
824,29,14,False
825,464,14,False
826,388,16,False
827,362,13,False
828,191,10,False
829,51,12,False
830,304,10,False
831,441,9,False
832,207,11,False
833,268,11,False
834,413,12,False
835,304,14,False
836,401,12,False
837,188,14,False
838,444,13,False
839,233,17,False
840,71,9,False
841,31,16,False
842,68,16,False
843,288,15,False
844,288,12,False
845,62,16,False
846,154,13,False
847,464,17,False
848,88,10,False
849,307,14,False
850,421,18,False
851,262,16,False
852,7,12,False
853,91,13,False
854,244,11,False
855,227,13,False
856,188,7,False
857,383,10,False
858,106,16,False
859,262,16,False
860,388,9,False
861,274,9,False
862,424,12,False
863,482,12,False
864,464,16,False
865,11,15,False
866,146,11,False
867,191,16,False
868,262,11,False
869,444,17,False
870,226,12,False
871,388,11,False
872,313,12,False
873,246,12,False
874,401,11,False
875,388,15,False
876,404,15,False
877,207,14,False
878,441,13,False
879,13,10,False
880,461,14,False
881,421,12,False
882,411,13,False
883,14,13,False
884,54,16,False
885,168,13,False
886,309,17,False
887,114,18,False
888,414,17,False
889,444,14,False
890,444,15,False
891,213,14,False
892,107,9,False
893,13,14,False
894,472,11,False
895,444,11,False
896,114,14,False
897,62,18,False
898,74,16,False
899,288,13,False
900,182,11,False
901,168,14,False
902,213,14,False
903,171,10,False
904,489,18,False
905,413,13,False
906,13,15,False
907,43,12,False
908,7,8,False
909,141,11,False
910,207,10,False
911,191,11,False
912,481,12,False
913,162,13,False
914,227,13,False
915,228,15,False
916,68,13,False
917,13,7,False
918,327,11,False
919,82,17,False
920,11,14,False
921,461,15,False
922,288,14,False
923,288,9,False
924,421,12,False
925,464,17,False
926,13,11,False
927,27,15,False
928,309,14,False
929,33,14,False
930,207,9,False
931,241,12,False
932,361,14,False
933,142,11,False
934,388,6,False
935,11,16,False
936,3,10,False
937,482,16,False
938,424,15,False
939,464,13,False
940,304,16,False
941,307,16,False
942,26,13,False
943,71,9,False
944,188,11,False
945,482,15,False
946,444,12,False
947,223,10,False
948,204,11,False
949,324,13,False
950,446,9,False
951,421,14,False
952,91,10,False
953,293,8,False
954,294,13,False
955,426,17,False
956,33,12,False
957,71,12,False
958,13,10,False
959,444,18,False
960,388,8,False
961,421,15,False
962,88,16,False
963,241,14,False
964,11,11,False
965,441,13,False
966,301,13,False
967,91,13,False
968,54,11,False
969,188,10,False
970,486,15,False
971,388,14,False
972,13,12,False
973,74,16,False
974,213,10,False
975,307,10,False
976,83,9,False
977,182,11,False
978,262,13,False
979,303,16,False
980,427,12,False
981,7,16,False
982,386,12,False
983,134,13,False
984,464,9,False
985,282,13,False
986,421,12,False
987,441,10,False
988,441,11,False
989,393,16,False
990,441,15,False
991,463,12,False
992,381,8,False
993,71,16,False
994,188,15,False
995,341,14,False
996,421,16,False
997,482,15,False
998,46,12,False
999,344,16,False
1000,381,15,False
1001,288,15,False
1002,12,11,False
1003,349,10,False
1004,382,14,False
1005,194,14,False
1006,484,17,False
1007,34,11,False
1008,313,15,False
1009,407,13,False
1010,349,14,False
1011,307,15,False
1012,11,17,False
1013,34,13,False
1014,489,12,False
1015,182,15,False
1016,449,9,False
1017,421,14,False
1018,94,13,False
1019,429,13,False
1020,13,15,False
1021,68,14,False
1022,328,15,False
1023,182,12,False
1024,129,14,False
1025,288,11,False
1026,149,12,False
1027,444,10,False
1028,27,15,False
1029,166,17,False
1030,126,11,False
1031,27,12,False
1032,74,16,False
1033,168,14,False
1034,304,13,False
1035,484,8,False
1036,224,11,False
1037,189,17,False
1038,392,18,False
1039,389,9,False
1040,113,12,False
1041,229,13,False
1042,182,12,False
1043,461,11,False
1044,388,13,False
1045,113,15,False
1046,421,16,False
1047,421,12,False
1048,182,11,False
1049,388,15,False
1050,123,13,False
1051,421,13,False
1052,346,17,False
1053,221,14,False
1054,361,11,False
1055,233,16,False
1056,91,8,False
1057,246,16,False
1058,32,11,False
1059,13,13,False
1060,292,17,False
1061,182,14,False
1062,113,13,False
1063,344,18,False
1064,282,13,False
1065,7,9,False
1066,262,18,False
1067,444,17,False
1068,134,12,False
1069,306,13,False
1070,91,11,False
1071,421,13,False
1072,482,10,False
1073,188,16,False
1074,349,14,False
1075,382,15,False
1076,13,12,False
1077,13,11,False
1078,361,13,False
1079,182,14,False
1080,282,13,False
1081,174,11,False
1082,468,14,False
1083,94,10,False
1084,307,17,False
1085,62,13,False
1086,464,14,False
1087,188,12,False
1088,388,11,False
1089,88,16,False
1090,88,11,False
1091,382,14,False
1092,324,10,False
1093,67,13,False
1094,271,13,False
1095,46,10,False
1096,282,16,False
1097,182,14,False
1098,468,16,False
1099,11,13,False
